Date (GMT+1),Solar,"Solar forecast (Day-Ahead, D-1 18:00)","Solar forecast (Intraday, 8:00)",Solar forecast (Current)
2025-01-04T00:00+01:00,7.8,0,0,0
2025-01-04T00:15+01:00,8.4,0,0,0
2025-01-04T00:30+01:00,8.9,0,0,0
2025-01-04T00:45+01:00,7.9,0,0,0
2025-01-04T01:00+01:00,7.7,0,0,0
2025-01-04T01:15+01:00,7.1,0,0,0
2025-01-04T01:30+01:00,7.3,0,0,0
2025-01-04T01:45+01:00,7.3,0,0,0
2025-01-04T02:00+01:00,7.5,0,0,0
2025-01-04T02:15+01:00,7.5,0,0,0
2025-01-04T02:30+01:00,7.5,0,0,0
2025-01-04T02:45+01:00,7.5,0,0,0
2025-01-04T03:00+01:00,7.3,0,0,0
2025-01-04T03:15+01:00,6.8,0,0,0
2025-01-04T03:30+01:00,6.9,0,0,0
2025-01-04T03:45+01:00,6.5,0,0,0
2025-01-04T04:00+01:00,6.2,0,0,0
2025-01-04T04:15+01:00,6.8,0,0,0
2025-01-04T04:30+01:00,7.2,0,0,0
2025-01-04T04:45+01:00,7,0,0,0
2025-01-04T05:00+01:00,6.5,0,0,0
2025-01-04T05:15+01:00,6.4,0,0,0
2025-01-04T05:30+01:00,6.5,0,0,0
2025-01-04T05:45+01:00,6.2,0,0,0
2025-01-04T06:00+01:00,6.2,0,0,0
2025-01-04T06:15+01:00,6.3,0,0,0
2025-01-04T06:30+01:00,6.7,0,0,0
2025-01-04T06:45+01:00,14.4,0,0,0
2025-01-04T07:00+01:00,7.5,0,0,0
2025-01-04T07:15+01:00,8,0,0,0
2025-01-04T07:30+01:00,8,0,0,0
2025-01-04T07:45+01:00,9.8,0,0,0
2025-01-04T08:00+01:00,17.3,54.1,46.8,46.8
2025-01-04T08:15+01:00,69,237.4,222,217.5
2025-01-04T08:30+01:00,351.7,578.9,559.1,564.9
2025-01-04T08:45+01:00,742.1,1099,1072.5,1099
2025-01-04T09:00+01:00,1214.8,1755.5,1712.5,1749.4
2025-01-04T09:15+01:00,1695.3,2534.8,2492,2618.2
2025-01-04T09:30+01:00,2176.6,3368.8,3332.7,3417.8
2025-01-04T09:45+01:00,2729.2,4170.9,4137.2,4196.4
2025-01-04T10:00+01:00,3310,4889.2,4862.1,4886.3
2025-01-04T10:15+01:00,3901.3,5557.6,5532.2,5431.6
2025-01-04T10:30+01:00,4379.7,6147.8,6119.5,6031.7
2025-01-04T10:45+01:00,4688.5,6616,6578.6,6550.9
2025-01-04T11:00+01:00,4950.6,7011.7,6949.1,6955.5
2025-01-04T11:15+01:00,5278.1,7322.1,7223.2,7254.4
2025-01-04T11:30+01:00,5635.6,7537.6,7397.4,7317.8
2025-01-04T11:45+01:00,5888,7629.3,7462.5,7380.1
2025-01-04T12:00+01:00,5963.1,7655.2,7479.6,7437.4
2025-01-04T12:15+01:00,5929.7,7632.4,7462.4,7567.2
2025-01-04T12:30+01:00,5803.5,7494.6,7346.6,7610.6
2025-01-04T12:45+01:00,5691.5,7268.8,7147,7393.9
2025-01-04T13:00+01:00,5532.9,6959.3,6854.9,7083.4
2025-01-04T13:15+01:00,5256.6,6580.6,6478.9,6608.6
2025-01-04T13:30+01:00,5014.7,6124.6,6018.9,6032.5
2025-01-04T13:45+01:00,4662.6,5618.1,5496.9,5501.6
2025-01-04T14:00+01:00,4198,5063,4759.4,4874.6
2025-01-04T14:15+01:00,3762.9,4474.8,4167.9,4293.2
2025-01-04T14:30+01:00,3174.1,3846.8,3549.2,3758.1
2025-01-04T14:45+01:00,2534.9,3199,2927,3096.1
2025-01-04T15:00+01:00,1959.9,2544.9,2314,2486.8
2025-01-04T15:15+01:00,1384.7,1902.3,1724.7,1822.4
2025-01-04T15:30+01:00,913.6,1280.3,1164.6,1193.7
2025-01-04T15:45+01:00,514.4,733.2,675.3,681.6
2025-01-04T16:00+01:00,212.9,333.9,319.2,303.8
2025-01-04T16:15+01:00,50.7,118.6,114.3,112.6
2025-01-04T16:30+01:00,16.9,31.1,31.5,36.9
2025-01-04T16:45+01:00,14.7,8.6,9.6,11.8
2025-01-04T17:00+01:00,15.4,0,0,0
2025-01-04T17:15+01:00,16.9,0,0,0
2025-01-04T17:30+01:00,14.7,0,0,0
2025-01-04T17:45+01:00,11.7,0,0,0
2025-01-04T18:00+01:00,19.1,0,0,0
2025-01-04T18:15+01:00,10.8,0,0,0
2025-01-04T18:30+01:00,9.3,0,0,0
2025-01-04T18:45+01:00,8,0,0,0
2025-01-04T19:00+01:00,8.8,0,0,0
2025-01-04T19:15+01:00,6.9,0,0,0
2025-01-04T19:30+01:00,6.8,0,0,0
2025-01-04T19:45+01:00,6.9,0,0,0
2025-01-04T20:00+01:00,8.8,0,0,0
2025-01-04T20:15+01:00,7.1,0,0,0
2025-01-04T20:30+01:00,6.6,0,0,0
2025-01-04T20:45+01:00,6.9,0,0,0
2025-01-04T21:00+01:00,8.3,0,0,0
2025-01-04T21:15+01:00,6.8,0,0,0
2025-01-04T21:30+01:00,6.5,0,0,0
2025-01-04T21:45+01:00,6.3,0,0,0
2025-01-04T22:00+01:00,6.4,0,0,0
2025-01-04T22:15+01:00,6.4,0,0,0
2025-01-04T22:30+01:00,6.4,0,0,0
2025-01-04T22:45+01:00,6.3,0,0,0
2025-01-04T23:00+01:00,6.7,0,0,0
2025-01-04T23:15+01:00,6.3,0,0,0
2025-01-04T23:30+01:00,6.4,0,0,0
2025-01-04T23:45+01:00,6.4,0,0,0
2025-01-05T00:00+01:00,13.6,0,0,0
2025-01-05T00:15+01:00,9.1,0,0,0
2025-01-05T00:30+01:00,6.5,0,0,0
2025-01-05T00:45+01:00,6.4,0,0,0
2025-01-05T01:00+01:00,6.9,0,0,0
2025-01-05T01:15+01:00,5.9,0,0,0
2025-01-05T01:30+01:00,5.8,0,0,0
2025-01-05T01:45+01:00,6.4,0,0,0
2025-01-05T02:00+01:00,8.6,0,0,0
2025-01-05T02:15+01:00,6.1,0,0,0
2025-01-05T02:30+01:00,6,0,0,0
2025-01-05T02:45+01:00,6.1,0,0,0
2025-01-05T03:00+01:00,6.2,0,0,0
2025-01-05T03:15+01:00,6.3,0,0,0
2025-01-05T03:30+01:00,6.2,0,0,0
2025-01-05T03:45+01:00,6.2,0,0,0
2025-01-05T04:00+01:00,6.8,0,0,0
2025-01-05T04:15+01:00,6.4,0,0,0
2025-01-05T04:30+01:00,6.2,0,0,0
2025-01-05T04:45+01:00,6.2,0,0,0
2025-01-05T05:00+01:00,6.1,0,0,0
2025-01-05T05:15+01:00,6.1,0,0,0
2025-01-05T05:30+01:00,6,0,0,0
2025-01-05T05:45+01:00,6,0,0,0
2025-01-05T06:00+01:00,5.7,0,0,0
2025-01-05T06:15+01:00,5.7,0,0,0
2025-01-05T06:30+01:00,6,0,0,0
2025-01-05T06:45+01:00,6.2,0,0,0
2025-01-05T07:00+01:00,6.3,0,0,0
2025-01-05T07:15+01:00,6.8,0,0,0
2025-01-05T07:30+01:00,7.3,0,0,0
2025-01-05T07:45+01:00,7.9,0,0,0
2025-01-05T08:00+01:00,9.6,14.5,10,10
2025-01-05T08:15+01:00,16.2,63.8,45.5,44.4
2025-01-05T08:30+01:00,52.7,136.2,97.8,94.7
2025-01-05T08:45+01:00,102.5,235.2,168.8,167.6
2025-01-05T09:00+01:00,164.7,354.4,277.3,281.9
2025-01-05T09:15+01:00,269.3,501.1,424.8,419.9
2025-01-05T09:30+01:00,402.9,666.6,593.9,582
2025-01-05T09:45+01:00,560.2,831.8,769,738.3
2025-01-05T10:00+01:00,705.9,995.4,942.6,898.1
2025-01-05T10:15+01:00,856.2,1168,1125.6,1078.4
2025-01-05T10:30+01:00,1011.2,1334.7,1308.3,1239.2
2025-01-05T10:45+01:00,1164,1486.7,1476.3,1385.7
2025-01-05T11:00+01:00,1330.9,1624.9,1619.4,1507.6
2025-01-05T11:15+01:00,1500.7,1732.1,1744.2,1628.3
2025-01-05T11:30+01:00,1645,1815.8,1847.2,1710
2025-01-05T11:45+01:00,1780,1885.3,1921.7,1794.9
2025-01-05T12:00+01:00,1910.3,1936.4,1971.4,1860.3
2025-01-05T12:15+01:00,2002.6,1963.5,2000,1914.4
2025-01-05T12:30+01:00,2091.8,1958.2,2000.5,1951.8
2025-01-05T12:45+01:00,2114,1937,1978.3,1937.3
2025-01-05T13:00+01:00,2083.6,1898.9,1934.2,1978.7
2025-01-05T13:15+01:00,2080.1,1843.1,1872.5,1976.8
2025-01-05T13:30+01:00,2015.1,1761.5,1788.4,1919.3
2025-01-05T13:45+01:00,1893.1,1667.2,1684.7,1843.5
2025-01-05T14:00+01:00,1693.7,1550.7,1625.1,1737.5
2025-01-05T14:15+01:00,1503.1,1413.8,1465.7,1574.8
2025-01-05T14:30+01:00,1305.7,1236.3,1264.9,1414.5
2025-01-05T14:45+01:00,1072.9,1047.4,1054.2,1192.8
2025-01-05T15:00+01:00,863.2,864.7,858.2,962.7
2025-01-05T15:15+01:00,659.6,693.4,671.9,718.9
2025-01-05T15:30+01:00,480.9,533.3,496.5,499.5
2025-01-05T15:45+01:00,300.1,386.2,344.8,333.8
2025-01-05T16:00+01:00,171.8,245.9,213.8,204.8
2025-01-05T16:15+01:00,67.3,130.6,115.1,110.2
2025-01-05T16:30+01:00,19.6,53.1,52,45.9
2025-01-05T16:45+01:00,18.2,11.5,13.3,12.8
2025-01-05T17:00+01:00,14.8,0,0,0
2025-01-05T17:15+01:00,15.1,0,0,0
2025-01-05T17:30+01:00,14.2,0,0,0
2025-01-05T17:45+01:00,13.3,0,0,0
2025-01-05T18:00+01:00,12.3,0,0,0
2025-01-05T18:15+01:00,11.7,0,0,0
2025-01-05T18:30+01:00,10.9,0,0,0
2025-01-05T18:45+01:00,10.6,0,0,0
2025-01-05T19:00+01:00,9.7,0,0,0
2025-01-05T19:15+01:00,8.5,0,0,0
2025-01-05T19:30+01:00,7.8,0,0,0
2025-01-05T19:45+01:00,7.1,0,0,0
2025-01-05T20:00+01:00,12.3,0,0,0
2025-01-05T20:15+01:00,6.1,0,0,0
2025-01-05T20:30+01:00,5.6,0,0,0
2025-01-05T20:45+01:00,5.5,0,0,0
2025-01-05T21:00+01:00,6.2,0,0,0
2025-01-05T21:15+01:00,5.5,0,0,0
2025-01-05T21:30+01:00,6,0,0,0
2025-01-05T21:45+01:00,5.4,0,0,0
2025-01-05T22:00+01:00,6.1,0,0,0
2025-01-05T22:15+01:00,5.4,0,0,0
2025-01-05T22:30+01:00,5.7,0,0,0
2025-01-05T22:45+01:00,5.9,0,0,0
2025-01-05T23:00+01:00,7.1,0,0,0
2025-01-05T23:15+01:00,5.7,0,0,0
2025-01-05T23:30+01:00,5.8,0,0,0
2025-01-05T23:45+01:00,5.8,0,0,0
2025-01-06T00:00+01:00,6.1,0,0,0
2025-01-06T00:15+01:00,5.2,0,0,0
2025-01-06T00:30+01:00,5.5,0,0,0
2025-01-06T00:45+01:00,6,0,0,0
2025-01-06T01:00+01:00,6.7,0,0,0
2025-01-06T01:15+01:00,5.5,0,0,0
2025-01-06T01:30+01:00,5.3,0,0,0
2025-01-06T01:45+01:00,5.1,0,0,0
2025-01-06T02:00+01:00,6.2,0,0,0
2025-01-06T02:15+01:00,5.1,0,0,0
2025-01-06T02:30+01:00,5.2,0,0,0
2025-01-06T02:45+01:00,5.3,0,0,0
2025-01-06T03:00+01:00,5.9,0,0,0
2025-01-06T03:15+01:00,7.7,0,0,0
2025-01-06T03:30+01:00,8,0,0,0
2025-01-06T03:45+01:00,8.2,0,0,0
2025-01-06T04:00+01:00,8.1,0,0,0
