Date (GMT+1),Solar,"Solar forecast (Day-Ahead, D-1 18:00)","Solar forecast (Intraday, 8:00)",Solar forecast (Current)
2024-01-01T22:00+01:00,2.9,0,0,0
2024-01-01T22:15+01:00,2.5,0,0,0
2024-01-01T22:30+01:00,2.5,0,0,0
2024-01-01T22:45+01:00,2.5,0,0,0
2024-01-01T23:00+01:00,3.5,0,0,0
2024-01-01T23:15+01:00,3.1,0,0,0
2024-01-01T23:30+01:00,2.8,0,0,0
2024-01-01T23:45+01:00,2.8,0,0,0
2024-01-02T00:00+01:00,3.5,0,0,0
2024-01-02T00:15+01:00,3.5,0,0,0
2024-01-02T00:30+01:00,2.7,0,0,0
2024-01-02T00:45+01:00,2.7,0,0,0
2024-01-02T01:00+01:00,2.6,0,0,0
2024-01-02T01:15+01:00,2.5,0,0,0
2024-01-02T01:30+01:00,2.6,0,0,0
2024-01-02T01:45+01:00,2.6,0,0,0
2024-01-02T02:00+01:00,3.3,0,0,0
2024-01-02T02:15+01:00,2.5,0,0,0
2024-01-02T02:30+01:00,2.7,0,0,0
2024-01-02T02:45+01:00,3.6,0,0,0
2024-01-02T03:00+01:00,3.6,0,0,0
2024-01-02T03:15+01:00,3.5,0,0,0
2024-01-02T03:30+01:00,2.8,0,0,0
2024-01-02T03:45+01:00,2.7,0,0,0
2024-01-02T04:00+01:00,2.6,0,0,0
2024-01-02T04:15+01:00,2.7,0,0,0
2024-01-02T04:30+01:00,2.7,0,0,0
2024-01-02T04:45+01:00,2.7,0,0,0
2024-01-02T05:00+01:00,2.5,0,0,0
2024-01-02T05:15+01:00,2.7,0,0,0
2024-01-02T05:30+01:00,2.8,0,0,0
2024-01-02T05:45+01:00,3.8,0,0,0
2024-01-02T06:00+01:00,2.9,0,0,0
2024-01-02T06:15+01:00,2.8,0,0,0
2024-01-02T06:30+01:00,3.6,0,0,0
2024-01-02T06:45+01:00,3.7,0,0,0
2024-01-02T07:00+01:00,2.7,0,0,0
2024-01-02T07:15+01:00,2.6,0,0,0
2024-01-02T07:30+01:00,2.8,0,0,0
2024-01-02T07:45+01:00,2.9,0,0,0
2024-01-02T08:00+01:00,3.9,12,7.9,7.9
2024-01-02T08:15+01:00,11.6,80.7,67.3,63.4
2024-01-02T08:30+01:00,54.3,200,172.1,168.5
2024-01-02T08:45+01:00,133.2,302.3,255.4,253.1
2024-01-02T09:00+01:00,247,397.1,338.6,338
2024-01-02T09:15+01:00,426.2,505.6,453.4,476.9
2024-01-02T09:30+01:00,628.7,647.2,613.2,664.6
2024-01-02T09:45+01:00,849.7,753.9,731.9,803.8
2024-01-02T10:00+01:00,1068,823.9,826,895.2
2024-01-02T10:15+01:00,1282.9,928.5,930.9,1042.3
2024-01-02T10:30+01:00,1496.8,1030.2,1051,1204.1
2024-01-02T10:45+01:00,1712.5,1121.1,1151.1,1340.4
2024-01-02T11:00+01:00,1909.2,1182.2,1232.8,1452.2
2024-01-02T11:15+01:00,2097.5,1257.8,1309.1,1569.4
2024-01-02T11:30+01:00,2238.5,1323.4,1369.8,1670.3
2024-01-02T11:45+01:00,2368.2,1374.5,1413.3,1756.2
2024-01-02T12:00+01:00,2519.6,1388.3,1420.7,1806
2024-01-02T12:15+01:00,2616.8,1396.9,1421.9,1851.3
2024-01-02T12:30+01:00,2677,1389.9,1401.2,1897.3
2024-01-02T12:45+01:00,2688,1368.8,1365.7,1968.7
2024-01-02T13:00+01:00,2587.5,1330.6,1289,1972.2
2024-01-02T13:15+01:00,2452,1271.6,1223.8,2022.9
2024-01-02T13:30+01:00,2233.9,1191.8,1143.9,1928.6
2024-01-02T13:45+01:00,1954.6,1099.8,1053.4,1748
2024-01-02T14:00+01:00,1632.7,988,922.5,1541.2
2024-01-02T14:15+01:00,1338.5,861.8,805.7,1348.5
2024-01-02T14:30+01:00,1096.2,715.5,673.3,1103.5
2024-01-02T14:45+01:00,863.2,569.4,552,906.1
2024-01-02T15:00+01:00,627.7,496.8,465,707
2024-01-02T15:15+01:00,413.5,378.9,377,487.8
2024-01-02T15:30+01:00,233.2,284.5,306.7,321.1
2024-01-02T15:45+01:00,99.8,201.3,234.8,187.9
2024-01-02T16:00+01:00,28.3,121,162,90.3
2024-01-02T16:15+01:00,8.1,58.7,88.9,35.4
2024-01-02T16:30+01:00,7.1,27.7,39.6,15.4
2024-01-02T16:45+01:00,6.8,17.1,18.9,11.1
2024-01-02T17:00+01:00,5.2,0,0,0
2024-01-02T17:15+01:00,3.6,0,0,0
2024-01-02T17:30+01:00,3.5,0,0,0
2024-01-02T17:45+01:00,3.4,0,0,0
2024-01-02T18:00+01:00,6.2,0,0,0
2024-01-02T18:15+01:00,3.1,0,0,0
2024-01-02T18:30+01:00,3,0,0,0
2024-01-02T18:45+01:00,2.9,0,0,0
2024-01-02T19:00+01:00,3.6,0,0,0
2024-01-02T19:15+01:00,2.8,0,0,0
2024-01-02T19:30+01:00,2.7,0,0,0
2024-01-02T19:45+01:00,2.7,0,0,0
2024-01-02T20:00+01:00,3.2,0,0,0
2024-01-02T20:15+01:00,3.1,0,0,0
2024-01-02T20:30+01:00,2.4,0,0,0
2024-01-02T20:45+01:00,2.4,0,0,0
2024-01-02T21:00+01:00,3.3,0,0,0
2024-01-02T21:15+01:00,3.4,0,0,0
2024-01-02T21:30+01:00,2.6,0,0,0
2024-01-02T21:45+01:00,2.5,0,0,0
2024-01-02T22:00+01:00,3.2,0,0,0
2024-01-02T22:15+01:00,2.5,0,0,0
2024-01-02T22:30+01:00,4.6,0,0,0
2024-01-02T22:45+01:00,2.7,0,0,0
2024-01-02T23:00+01:00,3.2,0,0,0
2024-01-02T23:15+01:00,2.6,0,0,0
2024-01-02T23:30+01:00,2.6,0,0,0
2024-01-02T23:45+01:00,2.7,0,0,0
2024-01-03T00:00+01:00,3.5,0,0,0
2024-01-03T00:15+01:00,3,0,0,0
2024-01-03T00:30+01:00,2.7,0,0,0
2024-01-03T00:45+01:00,2.6,0,0,0
2024-01-03T01:00+01:00,3.3,0,0,0
2024-01-03T01:15+01:00,2.7,0,0,0
2024-01-03T01:30+01:00,2.7,0,0,0
2024-01-03T01:45+01:00,2.7,0,0,0
2024-01-03T02:00+01:00,3.3,0,0,0
2024-01-03T02:15+01:00,2.9,0,0,0
2024-01-03T02:30+01:00,2.7,0,0,0
2024-01-03T02:45+01:00,2.8,0,0,0
2024-01-03T03:00+01:00,3.2,0,0,0
2024-01-03T03:15+01:00,2.5,0,0,0
2024-01-03T03:30+01:00,2.6,0,0,0
2024-01-03T03:45+01:00,2.8,0,0,0
2024-01-03T04:00+01:00,2.8,0,0,0
2024-01-03T04:15+01:00,2.8,0,0,0
2024-01-03T04:30+01:00,2.8,0,0,0
2024-01-03T04:45+01:00,3.3,0,0,0
2024-01-03T05:00+01:00,2.6,0,0,0
2024-01-03T05:15+01:00,2.7,0,0,0
2024-01-03T05:30+01:00,2.8,0,0,0
2024-01-03T05:45+01:00,2.8,0,0,0
2024-01-03T06:00+01:00,3.6,0,0,0
2024-01-03T06:15+01:00,2.9,0,0,0
2024-01-03T06:30+01:00,2.8,0,0,0
2024-01-03T06:45+01:00,3.6,0,0,0
2024-01-03T07:00+01:00,2.7,0,0,0
2024-01-03T07:15+01:00,2.7,0,0,0
2024-01-03T07:30+01:00,2.9,0,0,0
2024-01-03T07:45+01:00,3.4,0,0,0
2024-01-03T08:00+01:00,11.4,29,25.1,25
2024-01-03T08:15+01:00,80.3,199.5,181.1,178.2
2024-01-03T08:30+01:00,380,508.4,460.5,458.9
2024-01-03T08:45+01:00,786.8,925.7,813.9,813.7
2024-01-03T09:00+01:00,1329,1408.7,1223.1,1220
2024-01-03T09:15+01:00,1999.8,1938.1,1718.1,1850.1
2024-01-03T09:30+01:00,2709.8,2479.9,2235.8,2428
2024-01-03T09:45+01:00,3448.3,2989.5,2739.1,3014.2
2024-01-03T10:00+01:00,4194.7,3492.6,3243.2,3570.9
2024-01-03T10:15+01:00,5042.3,3969.3,3719.7,4088.4
2024-01-03T10:30+01:00,5418.4,4384.9,4141.2,4519.9
2024-01-03T10:45+01:00,5717.1,4734.9,4501.4,4983.3
2024-01-03T11:00+01:00,5953.9,5069.8,4830.7,5286.9
2024-01-03T11:15+01:00,6037.8,5392.7,5135.3,5509.1
2024-01-03T11:30+01:00,6105.6,5637.8,5367.1,5707.7
2024-01-03T11:45+01:00,6178.3,5798.2,5522.5,5868
2024-01-03T12:00+01:00,6235,5928,5650.5,5905.7
2024-01-03T12:15+01:00,6266.2,6027.8,5739.8,5949.1
2024-01-03T12:30+01:00,6508.6,6015.9,5757.6,5979.1
2024-01-03T12:45+01:00,6625,5897.3,5698.3,6001
2024-01-03T13:00+01:00,6597,5733.2,5600.6,5894.5
2024-01-03T13:15+01:00,6266.2,5557.2,5433.9,5834.4
2024-01-03T13:30+01:00,5960.9,5270.3,5147.8,5490.7
2024-01-03T13:45+01:00,5689.9,4882.8,4759,5014.5
2024-01-03T14:00+01:00,5090.7,4463.3,4137.6,4550.3
2024-01-03T14:15+01:00,4555.7,3991.8,3685.4,4127.6
2024-01-03T14:30+01:00,3822.7,3425.2,3150.6,3596.6
2024-01-03T14:45+01:00,3154.2,2809.3,2577.1,2920.8
2024-01-03T15:00+01:00,2477,2224.5,2035.6,2291
2024-01-03T15:15+01:00,1856.2,1721.6,1585.6,1737.6
2024-01-03T15:30+01:00,1273.8,1196.6,1118.9,1150
2024-01-03T15:45+01:00,702.6,719.5,692.9,641.1
2024-01-03T16:00+01:00,289.8,345.4,353.2,282.3
2024-01-03T16:15+01:00,68.2,128.3,151.1,87.2
2024-01-03T16:30+01:00,9.6,42.3,53.5,25.5
2024-01-03T16:45+01:00,8.4,14.5,17.4,9.5
2024-01-03T17:00+01:00,3.9,0,0,0
2024-01-03T17:15+01:00,4.1,0,0,0
2024-01-03T17:30+01:00,7.9,0,0,0
2024-01-03T17:45+01:00,9.6,0,0,0
2024-01-03T18:00+01:00,3.6,0,0,0
2024-01-03T18:15+01:00,4.9,0,0,0
2024-01-03T18:30+01:00,6.2,0,0,0
2024-01-03T18:45+01:00,3.2,0,0,0
2024-01-03T19:00+01:00,6.5,0,0,0
2024-01-03T19:15+01:00,3.6,0,0,0
2024-01-03T19:30+01:00,3.3,0,0,0
2024-01-03T19:45+01:00,2.7,0,0,0
2024-01-03T20:00+01:00,5.8,0,0,0
2024-01-03T20:15+01:00,2.5,0,0,0
2024-01-03T20:30+01:00,2.4,0,0,0
2024-01-03T20:45+01:00,2.4,0,0,0
2024-01-03T21:00+01:00,3.2,0,0,0
2024-01-03T21:15+01:00,2.5,0,0,0
2024-01-03T21:30+01:00,2.5,0,0,0
2024-01-03T21:45+01:00,2.5,0,0,0
2024-01-03T22:00+01:00,3.2,0,0,0
2024-01-03T22:15+01:00,3.2,0,0,0
2024-01-03T22:30+01:00,2.5,0,0,0
2024-01-03T22:45+01:00,2.6,0,0,0
2024-01-03T23:00+01:00,3.4,0,0,0
2024-01-03T23:15+01:00,3.4,0,0,0
2024-01-03T23:30+01:00,2.6,0,0,0
2024-01-03T23:45+01:00,2.6,0,0,0
2024-01-04T00:00+01:00,3.2,0,0,0
2024-01-04T00:15+01:00,3.3,0,0,0
2024-01-04T00:30+01:00,2.5,0,0,0
2024-01-04T00:45+01:00,2.5,0,0,0
2024-01-04T01:00+01:00,2.9,0,0,0
2024-01-04T01:15+01:00,2.6,0,0,0
2024-01-04T01:30+01:00,2.6,0,0,0
2024-01-04T01:45+01:00,2.6,0,0,0
2024-01-04T02:00+01:00,3.2,0,0,0
2024-01-04T02:15+01:00,3.3,0,0,0
2024-01-04T02:30+01:00,2.5,0,0,0
2024-01-04T02:45+01:00,2.6,0,0,0
2024-01-04T03:00+01:00,3.3,0,0,0
2024-01-04T03:15+01:00,2.6,0,0,0
2024-01-04T03:30+01:00,2.6,0,0,0
2024-01-04T03:45+01:00,2.6,0,0,0
2024-01-04T04:00+01:00,2.6,0,0,0
2024-01-04T04:15+01:00,2.7,0,0,0
2024-01-04T04:30+01:00,2.7,0,0,0
2024-01-04T04:45+01:00,3.4,0,0,0
2024-01-04T05:00+01:00,2.4,0,0,0
2024-01-04T05:15+01:00,2.5,0,0,0
2024-01-04T05:30+01:00,2.8,0,0,0
2024-01-04T05:45+01:00,3.5,0,0,0
2024-01-04T06:00+01:00,2.7,0,0,0
2024-01-04T06:15+01:00,2.8,0,0,0
2024-01-04T06:30+01:00,3.6,0,0,0
2024-01-04T06:45+01:00,4.1,0,0,0
2024-01-04T07:00+01:00,2.5,0,0,0
2024-01-04T07:15+01:00,2.6,0,0,0
2024-01-04T07:30+01:00,2.8,0,0,0
2024-01-04T07:45+01:00,3.4,0,0,0
2024-01-04T08:00+01:00,5.7,18.6,10.2,10.3
2024-01-04T08:15+01:00,29.9,131.6,94.1,89.1
2024-01-04T08:30+01:00,177.2,342.6,271.6,262
2024-01-04T08:45+01:00,450.4,586.9,488.2,482.7
2024-01-04T09:00+01:00,845.3,881.3,789.9,780.8
2024-01-04T09:15+01:00,1310.5,1234.2,1150.8,1201.4
2024-01-04T09:30+01:00,1830.3,1635.3,1554.3,1658.4
2024-01-04T09:45+01:00,2379,2013.8,1952,2108.1
2024-01-04T10:00+01:00,2894.4,2388.4,2331.6,2577.2
2024-01-04T10:15+01:00,3352.6,2794.7,2736,3107.9
2024-01-04T10:30+01:00,3844.5,3191.1,3124.4,3592.4
2024-01-04T10:45+01:00,4292.4,3558.4,3491.4,4049.9
2024-01-04T11:00+01:00,4661.1,3901.6,3835.2,4380.2
2024-01-04T11:15+01:00,4954.7,4231.4,4165.7,4746.2
2024-01-04T11:30+01:00,5235.1,4509.6,4442.1,5050.4
2024-01-04T11:45+01:00,5375.5,4732.2,4665.3,5315.3
2024-01-04T12:00+01:00,5457.5,4892,4833.8,5437.2
2024-01-04T12:15+01:00,5469.2,5008.9,4992.2,5570.1
2024-01-04T12:30+01:00,5654.6,5076.8,5075.2,5645.1
2024-01-04T12:45+01:00,5571.2,5095.2,5090.1,5706.3
2024-01-04T13:00+01:00,5384.2,5042.2,5036.9,5628.4
2024-01-04T13:15+01:00,5197,4957,4988.9,5549.3
2024-01-04T13:30+01:00,4993.5,4800.3,4864.5,5373.1
2024-01-04T13:45+01:00,4665.9,4575.1,4662.8,5059.6
2024-01-04T14:00+01:00,4239.8,4283.3,4358.1,4694.8
2024-01-04T14:15+01:00,3953.9,3910.2,3998.5,4252.9
2024-01-04T14:30+01:00,3485.9,3438.9,3522.2,3757.1
2024-01-04T14:45+01:00,2950.3,2902.3,2967.6,3061.8
2024-01-04T15:00+01:00,2387.2,2343.7,2415.8,2509.4
2024-01-04T15:15+01:00,1818.5,1862.4,1893.5,1912.1
2024-01-04T15:30+01:00,1251.8,1336.4,1340,1340.8
2024-01-04T15:45+01:00,689.2,846.6,832.1,776.7
2024-01-04T16:00+01:00,285.9,435.9,417,369.8
2024-01-04T16:15+01:00,75.7,181.4,168.7,149.9
2024-01-04T16:30+01:00,12.1,70.5,56,48.3
2024-01-04T16:45+01:00,8.9,27.1,16.6,15
2024-01-04T17:00+01:00,3.9,0,0,0
2024-01-04T17:15+01:00,3.9,0,0,0
2024-01-04T17:30+01:00,8.8,0,0,0
2024-01-04T17:45+01:00,13.5,0,0,0
2024-01-04T18:00+01:00,12,0,0,0
2024-01-04T18:15+01:00,10.8,0,0,0
2024-01-04T18:30+01:00,11.6,0,0,0
2024-01-04T18:45+01:00,10.8,0,0,0
2024-01-04T19:00+01:00,6.8,0,0,0
2024-01-04T19:15+01:00,2.9,0,0,0
2024-01-04T19:30+01:00,2.8,0,0,0
2024-01-04T19:45+01:00,3.5,0,0,0
2024-01-04T20:00+01:00,3.4,0,0,0
2024-01-04T20:15+01:00,2.8,0,0,0
2024-01-04T20:30+01:00,2.8,0,0,0
2024-01-04T20:45+01:00,2.8,0,0,0
2024-01-04T21:00+01:00,3.4,0,0,0
2024-01-04T21:15+01:00,2.7,0,0,0
2024-01-04T21:30+01:00,2.7,0,0,0
2024-01-04T21:45+01:00,2.8,0,0,0
2024-01-04T22:00+01:00,3.3,0,0,0
2024-01-04T22:15+01:00,2.5,0,0,0
2024-01-04T22:30+01:00,2.5,0,0,0
2024-01-04T22:45+01:00,2.5,0,0,0
2024-01-04T23:00+01:00,3.4,0,0,0
2024-01-04T23:15+01:00,3.4,0,0,0
2024-01-04T23:30+01:00,2.5,0,0,0
2024-01-04T23:45+01:00,2.5,0,0,0
2024-01-05T00:00+01:00,3.2,0,0,0
2024-01-05T00:15+01:00,3.4,0,0,0
2024-01-05T00:30+01:00,2.7,0,0,0
2024-01-05T00:45+01:00,2.7,0,0,0
2024-01-05T01:00+01:00,3.4,0,0,0
2024-01-05T01:15+01:00,2.7,0,0,0
2024-01-05T01:30+01:00,2.7,0,0,0
2024-01-05T01:45+01:00,2.8,0,0,0
2024-01-05T02:00+01:00,3.4,0,0,0
2024-01-05T02:15+01:00,2.7,0,0,0
2024-01-05T02:30+01:00,2.6,0,0,0
2024-01-05T02:45+01:00,2.5,0,0,0
2024-01-05T03:00+01:00,2.7,0,0,0
2024-01-05T03:15+01:00,2.8,0,0,0
2024-01-05T03:30+01:00,2.8,0,0,0
2024-01-05T03:45+01:00,2.9,0,0,0
2024-01-05T04:00+01:00,2.8,0,0,0
2024-01-05T04:15+01:00,2.8,0,0,0
2024-01-05T04:30+01:00,2.9,0,0,0
2024-01-05T04:45+01:00,2.8,0,0,0
2024-01-05T05:00+01:00,2.8,0,0,0
2024-01-05T05:15+01:00,2.7,0,0,0
2024-01-05T05:30+01:00,2.9,0,0,0
2024-01-05T05:45+01:00,3.5,0,0,0
2024-01-05T06:00+01:00,3,0,0,0
2024-01-05T06:15+01:00,3,0,0,0
2024-01-05T06:30+01:00,2.8,0,0,0
2024-01-05T06:45+01:00,2.6,0,0,0
2024-01-05T07:00+01:00,3.3,0,0,0
2024-01-05T07:15+01:00,2.6,0,0,0
2024-01-05T07:30+01:00,2.8,0,0,0
2024-01-05T07:45+01:00,3.7,0,0,0
2024-01-05T08:00+01:00,5.3,35,20.2,20.1
2024-01-05T08:15+01:00,48.3,186.6,121.5,110.5
2024-01-05T08:30+01:00,213,448.7,325.3,306.9
2024-01-05T08:45+01:00,488.4,839.4,626.9,592.7
2024-01-05T09:00+01:00,855.1,1332.1,1021.9,966.3
2024-01-05T09:15+01:00,1325.9,1892.6,1507.6,1507.3
2024-01-05T09:30+01:00,1973.7,2476.1,2036.4,2022.9
2024-01-05T09:45+01:00,2631.8,3081.9,2565.4,2540.3
2024-01-05T10:00+01:00,3195.4,3639.2,3072.4,3057.8
2024-01-05T10:15+01:00,3764.1,4184.6,3567.7,3617.1
2024-01-05T10:30+01:00,4366.9,4674.1,4027.4,4151.4
2024-01-05T10:45+01:00,4951.1,5085,4432,4666.6
2024-01-05T11:00+01:00,5341.5,5427.4,4788.8,5083.9
2024-01-05T11:15+01:00,5618,5710.1,5112.9,5524
2024-01-05T11:30+01:00,5773.7,5898.3,5347.1,5827.6
2024-01-05T11:45+01:00,5843.1,5985.9,5473.8,5972.7
2024-01-05T12:00+01:00,5816.6,5994.3,5528.2,6040.6
2024-01-05T12:15+01:00,5765.5,5945.2,5515.8,6001.3
2024-01-05T12:30+01:00,5641.2,5819.2,5418.5,5850.3
2024-01-05T12:45+01:00,5299.8,5604.6,5249,5586.8
2024-01-05T13:00+01:00,4888.9,5341.9,5050,5196.9
2024-01-05T13:15+01:00,4504.1,5011,4795.2,4782.5
2024-01-05T13:30+01:00,4181.9,4608.1,4462.9,4256.4
2024-01-05T13:45+01:00,3831.6,4162.5,4064.9,3748.9
2024-01-05T14:00+01:00,3442.7,3719.9,3563.1,3325
2024-01-05T14:15+01:00,2966.4,3254.8,3126.9,2912.3
2024-01-05T14:30+01:00,2586,2763.7,2659.6,2519.1
2024-01-05T14:45+01:00,2187.1,2261.4,2186,2053.6
2024-01-05T15:00+01:00,1725.8,1761.9,1692.1,1656.6
2024-01-05T15:15+01:00,1292.5,1331.7,1334.6,1230.2
2024-01-05T15:30+01:00,880.8,912.6,958.8,839
2024-01-05T15:45+01:00,525.9,542.6,614.9,498
2024-01-05T16:00+01:00,238.8,276.9,352.1,246.9
2024-01-05T16:15+01:00,74.1,108.5,158.5,103.7
2024-01-05T16:30+01:00,17.1,39.4,59.2,37.3
2024-01-05T16:45+01:00,10.1,15.8,18.7,14.4
2024-01-05T17:00+01:00,3.8,0,0,0
2024-01-05T17:15+01:00,3.5,0,0,0
2024-01-05T17:30+01:00,7.3,0,0,0
2024-01-05T17:45+01:00,3.4,0,0,0
2024-01-05T18:00+01:00,4.2,0,0,0
2024-01-05T18:15+01:00,6.5,0,0,0
2024-01-05T18:30+01:00,7.5,0,0,0
2024-01-05T18:45+01:00,3.8,0,0,0
2024-01-05T19:00+01:00,9.7,0,0,0
2024-01-05T19:15+01:00,3.1,0,0,0
2024-01-05T19:30+01:00,2.8,0,0,0
2024-01-05T19:45+01:00,2.8,0,0,0
2024-01-05T20:00+01:00,6.5,0,0,0
2024-01-05T20:15+01:00,2.7,0,0,0
2024-01-05T20:30+01:00,2.5,0,0,0
2024-01-05T20:45+01:00,2.5,0,0,0
2024-01-05T21:00+01:00,3.3,0,0,0
2024-01-05T21:15+01:00,2.7,0,0,0
2024-01-05T21:30+01:00,2.6,0,0,0
2024-01-05T21:45+01:00,2.6,0,0,0
2024-01-05T22:00+01:00,6.6,0,0,0
2024-01-05T22:15+01:00,2.6,0,0,0
2024-01-05T22:30+01:00,2.6,0,0,0
2024-01-05T22:45+01:00,2.8,0,0,0
2024-01-05T23:00+01:00,3.4,0,0,0
2024-01-05T23:15+01:00,3.4,0,0,0
2024-01-05T23:30+01:00,2.7,0,0,0
2024-01-05T23:45+01:00,2.7,0,0,0
2024-01-06T00:00+01:00,3.4,0,0,0
2024-01-06T00:15+01:00,3.4,0,0,0
2024-01-06T00:30+01:00,2.5,0,0,0
2024-01-06T00:45+01:00,2.5,0,0,0
2024-01-06T01:00+01:00,3,0,0,0
2024-01-06T01:15+01:00,2.5,0,0,0
2024-01-06T01:30+01:00,2.8,0,0,0
2024-01-06T01:45+01:00,2.9,0,0,0
2024-01-06T02:00+01:00,2.8,0,0,0
2024-01-06T02:15+01:00,2.7,0,0,0
2024-01-06T02:30+01:00,2.8,0,0,0
2024-01-06T02:45+01:00,2.7,0,0,0
2024-01-06T03:00+01:00,2.6,0,0,0
2024-01-06T03:15+01:00,2.6,0,0,0
2024-01-06T03:30+01:00,2.7,0,0,0
2024-01-06T03:45+01:00,2.8,0,0,0
2024-01-06T04:00+01:00,2.7,0,0,0
