Date (GMT+1),Solar,"Solar forecast (Day-Ahead, D-1 18:00)","Solar forecast (Intraday, 8:00)",Solar forecast (Current)
2023-01-02T18:00+01:00,3.1,0,0,0
2023-01-02T18:15+01:00,1.6,0,0,0
2023-01-02T18:30+01:00,1.8,0,0,0
2023-01-02T18:45+01:00,1.8,0,0,0
2023-01-02T19:00+01:00,2,0,0,0
2023-01-02T19:15+01:00,1.4,0,0,0
2023-01-02T19:30+01:00,1.8,0,0,0
2023-01-02T19:45+01:00,1.6,0,0,0
2023-01-02T20:00+01:00,1.6,0,0,0
2023-01-02T20:15+01:00,1.7,0,0,0
2023-01-02T20:30+01:00,1.6,0,0,0
2023-01-02T20:45+01:00,1.8,0,0,0
2023-01-02T21:00+01:00,1.6,0,0,0
2023-01-02T21:15+01:00,1.8,0,0,0
2023-01-02T21:30+01:00,1.7,0,0,0
2023-01-02T21:45+01:00,1.9,0,0,0
2023-01-02T22:00+01:00,1.8,0,0,0
2023-01-02T22:15+01:00,1.9,0,0,0
2023-01-02T22:30+01:00,1.6,0,0,0
2023-01-02T22:45+01:00,1.8,0,0,0
2023-01-02T23:00+01:00,1.6,0,0,0
2023-01-02T23:15+01:00,1.8,0,0,0
2023-01-02T23:30+01:00,1.5,0,0,0
2023-01-02T23:45+01:00,1.8,0,0,0
2023-01-03T00:00+01:00,1.5,0,0,0
2023-01-03T00:15+01:00,1.5,0,0,0
2023-01-03T00:30+01:00,1.3,0,0,0
2023-01-03T00:45+01:00,1.4,0,0,0
2023-01-03T01:00+01:00,2.2,0,0,0
2023-01-03T01:15+01:00,1.6,0,0,0
2023-01-03T01:30+01:00,1.4,0,0,0
2023-01-03T01:45+01:00,1.5,0,0,0
2023-01-03T02:00+01:00,1.7,0,0,0
2023-01-03T02:15+01:00,1.7,0,0,0
2023-01-03T02:30+01:00,1.5,0,0,0
2023-01-03T02:45+01:00,1.9,0,0,0
2023-01-03T03:00+01:00,1.6,0,0,0
2023-01-03T03:15+01:00,2.3,0,0,0
2023-01-03T03:30+01:00,2.1,0,0,0
2023-01-03T03:45+01:00,2.4,0,0,0
2023-01-03T04:00+01:00,1.6,0,0,0
2023-01-03T04:15+01:00,1.6,0,0,0
2023-01-03T04:30+01:00,1.9,0,0,0
2023-01-03T04:45+01:00,2.3,0,0,0
2023-01-03T05:00+01:00,1.9,0,0,0
2023-01-03T05:15+01:00,2.1,0,0,0
2023-01-03T05:30+01:00,1.9,0,0,0
2023-01-03T05:45+01:00,2.1,0,0,0
2023-01-03T06:00+01:00,2.1,0,0,0
2023-01-03T06:15+01:00,2.3,0,0,0
2023-01-03T06:30+01:00,2.3,0,0,0
2023-01-03T06:45+01:00,2.3,0,0,0
2023-01-03T07:00+01:00,2.7,0,0,0
2023-01-03T07:15+01:00,2.1,0,0,0
2023-01-03T07:30+01:00,2.4,0,0,0
2023-01-03T07:45+01:00,2.9,0,0,0
2023-01-03T08:00+01:00,5.3,23.8,8.7,8.7
2023-01-03T08:15+01:00,27.3,94,44.9,53.7
2023-01-03T08:30+01:00,223.2,539.1,354.4,357.7
2023-01-03T08:45+01:00,666.2,1012.8,796.8,782.8
2023-01-03T09:00+01:00,1303.8,1602.1,1491.9,1443.8
2023-01-03T09:15+01:00,2013.2,2289.1,2266.7,2225.2
2023-01-03T09:30+01:00,2753.8,3040.3,3050.6,3071.8
2023-01-03T09:45+01:00,3650.2,3798.4,3828,3930.6
2023-01-03T10:00+01:00,4501.6,4536.1,4604.7,4721
2023-01-03T10:15+01:00,5390.8,5269.2,5355,5482.7
2023-01-03T10:30+01:00,6322.4,5981,6113.4,6236.2
2023-01-03T10:45+01:00,7255.5,6626.2,6770.8,6816.1
2023-01-03T11:00+01:00,8191.9,7189.1,7357.8,7435.1
2023-01-03T11:15+01:00,8948.5,7686.9,7909.1,8113.5
2023-01-03T11:30+01:00,9625.6,8074.2,8322.1,8672.7
2023-01-03T11:45+01:00,10092,8331.9,8620.8,9214.8
2023-01-03T12:00+01:00,10392.8,8511.2,8876.9,9658.3
2023-01-03T12:15+01:00,10185,8550.5,9022.7,10033.2
2023-01-03T12:30+01:00,10032.1,8495.5,9045.8,10028.8
2023-01-03T12:45+01:00,9712,8348,8973.3,10012.3
2023-01-03T13:00+01:00,9308.9,8116.5,8834.9,9769.2
2023-01-03T13:15+01:00,8655.3,7757,8576.8,9420.1
2023-01-03T13:30+01:00,8058.1,7311.7,8198.8,8788.5
2023-01-03T13:45+01:00,7376.4,6771.1,7705.1,8165.8
2023-01-03T14:00+01:00,6646.4,6187.5,6853.9,7445.6
2023-01-03T14:15+01:00,5888.2,5524.4,6124.1,6617.7
2023-01-03T14:30+01:00,5011.2,4760,5254,5494.4
2023-01-03T14:45+01:00,4137.2,3920.4,4304.3,4393.2
2023-01-03T15:00+01:00,3264.3,3062.1,3354.1,3353
2023-01-03T15:15+01:00,2391.8,2299.1,2464.7,2378.6
2023-01-03T15:30+01:00,1533.8,1584.3,1627.8,1530.6
2023-01-03T15:45+01:00,829.9,962,951.8,833
2023-01-03T16:00+01:00,350.6,535.6,502.2,383.8
2023-01-03T16:15+01:00,103,219.9,200.3,95.7
2023-01-03T16:30+01:00,18.8,46.9,47.1,30.1
2023-01-03T16:45+01:00,7.8,8.3,7.7,5.8
2023-01-03T17:00+01:00,5.2,0,0,0
2023-01-03T17:15+01:00,5.3,0,0,0
2023-01-03T17:30+01:00,4.1,0,0,0
2023-01-03T17:45+01:00,2.1,0,0,0
2023-01-03T18:00+01:00,1.8,0,0,0
2023-01-03T18:15+01:00,1.8,0,0,0
2023-01-03T18:30+01:00,2,0,0,0
2023-01-03T18:45+01:00,2.5,0,0,0
2023-01-03T19:00+01:00,2.1,0,0,0
2023-01-03T19:15+01:00,1.7,0,0,0
2023-01-03T19:30+01:00,1.8,0,0,0
2023-01-03T19:45+01:00,1.8,0,0,0
2023-01-03T20:00+01:00,2.1,0,0,0
2023-01-03T20:15+01:00,2.1,0,0,0
2023-01-03T20:30+01:00,1.8,0,0,0
2023-01-03T20:45+01:00,1.9,0,0,0
2023-01-03T21:00+01:00,2.3,0,0,0
2023-01-03T21:15+01:00,1.9,0,0,0
2023-01-03T21:30+01:00,1.8,0,0,0
2023-01-03T21:45+01:00,2,0,0,0
2023-01-03T22:00+01:00,2.6,0,0,0
2023-01-03T22:15+01:00,1.9,0,0,0
2023-01-03T22:30+01:00,2.1,0,0,0
2023-01-03T22:45+01:00,1.9,0,0,0
2023-01-03T23:00+01:00,2.7,0,0,0
2023-01-03T23:15+01:00,2,0,0,0
2023-01-03T23:30+01:00,2,0,0,0
2023-01-03T23:45+01:00,2.1,0,0,0
2023-01-04T00:00+01:00,2.4,0,0,0
2023-01-04T00:15+01:00,2.2,0,0,0
2023-01-04T00:30+01:00,2.2,0,0,0
2023-01-04T00:45+01:00,2.2,0,0,0
2023-01-04T01:00+01:00,2.5,0,0,0
2023-01-04T01:15+01:00,2.2,0,0,0
2023-01-04T01:30+01:00,2,0,0,0
2023-01-04T01:45+01:00,2.2,0,0,0
2023-01-04T02:00+01:00,2.5,0,0,0
2023-01-04T02:15+01:00,2.2,0,0,0
2023-01-04T02:30+01:00,2,0,0,0
2023-01-04T02:45+01:00,2.2,0,0,0
2023-01-04T03:00+01:00,2,0,0,0
2023-01-04T03:15+01:00,2.2,0,0,0
2023-01-04T03:30+01:00,2.2,0,0,0
2023-01-04T03:45+01:00,2.2,0,0,0
2023-01-04T04:00+01:00,2.3,0,0,0
2023-01-04T04:15+01:00,2.2,0,0,0
2023-01-04T04:30+01:00,2.4,0,0,0
2023-01-04T04:45+01:00,2.2,0,0,0
2023-01-04T05:00+01:00,2.5,0,0,0
2023-01-04T05:15+01:00,2.6,0,0,0
2023-01-04T05:30+01:00,3,0,0,0
2023-01-04T05:45+01:00,3,0,0,0
2023-01-04T06:00+01:00,2.5,0,0,0
2023-01-04T06:15+01:00,2.6,0,0,0
2023-01-04T06:30+01:00,3.1,0,0,0
2023-01-04T06:45+01:00,2.9,0,0,0
2023-01-04T07:00+01:00,2.3,0,0,0
2023-01-04T07:15+01:00,2.8,0,0,0
2023-01-04T07:30+01:00,2.9,0,0,0
2023-01-04T07:45+01:00,3.6,0,0,0
2023-01-04T08:00+01:00,18,10.6,2.8,2.8
2023-01-04T08:15+01:00,103.6,50.5,28.6,29.5
2023-01-04T08:30+01:00,364.1,375.9,256.8,260
2023-01-04T08:45+01:00,605.4,585.8,400.1,407.9
2023-01-04T09:00+01:00,878.6,810.9,558.9,598
2023-01-04T09:15+01:00,1162.5,1063.1,744.3,908.3
2023-01-04T09:30+01:00,1496,1320.2,941.8,1236.4
2023-01-04T09:45+01:00,1870.8,1567.9,1130.1,1627.9
2023-01-04T10:00+01:00,2119,1789.3,1307.9,1928.5
2023-01-04T10:15+01:00,2216.3,2010.3,1484.5,2247.1
2023-01-04T10:30+01:00,2353.7,2199.9,1644.3,2459.1
2023-01-04T10:45+01:00,2452.8,2362.7,1784.1,2693.4
2023-01-04T11:00+01:00,2432.3,2460.1,1921.2,2646.3
2023-01-04T11:15+01:00,2440.5,2540.9,2049.3,2751.8
2023-01-04T11:30+01:00,2464.8,2616.6,2123.6,2789.8
2023-01-04T11:45+01:00,2443.6,2659.3,2148.4,2662.1
2023-01-04T12:00+01:00,2403.4,2668.7,2157.2,2532.2
2023-01-04T12:15+01:00,2351.8,2636.4,2158.5,2465.4
2023-01-04T12:30+01:00,2277.9,2558.3,2131,2372.6
2023-01-04T12:45+01:00,2216.3,2435,2069,2267.6
2023-01-04T13:00+01:00,2123.6,2298.6,2016.4,2117.6
2023-01-04T13:15+01:00,2079.9,2148.2,1925.9,1939.1
2023-01-04T13:30+01:00,2034.4,1985.4,1799.5,1788.8
2023-01-04T13:45+01:00,1912.8,1803.8,1645.2,1639.9
2023-01-04T14:00+01:00,1733.4,1619.7,1538.4,1500.3
2023-01-04T14:15+01:00,1598.3,1426.9,1358.4,1400
2023-01-04T14:30+01:00,1385.4,1235.5,1173.4,1228.2
2023-01-04T14:45+01:00,1172.8,1023.6,972.2,1009.9
2023-01-04T15:00+01:00,928.2,804,775.3,783.9
2023-01-04T15:15+01:00,670.8,612.7,606.4,577.4
2023-01-04T15:30+01:00,454.2,450.6,445.7,405
2023-01-04T15:45+01:00,259.8,303.6,302.2,253
2023-01-04T16:00+01:00,102.6,199.7,196.2,131.1
2023-01-04T16:15+01:00,22.8,104.7,100.7,36.5
2023-01-04T16:30+01:00,3.4,26.1,28.2,8.9
2023-01-04T16:45+01:00,2.7,3.6,4.3,0.7
2023-01-04T17:00+01:00,2.6,0,0,0
2023-01-04T17:15+01:00,2.1,0,0,0
2023-01-04T17:30+01:00,2.1,0,0,0
2023-01-04T17:45+01:00,2.6,0,0,0
2023-01-04T18:00+01:00,2.1,0,0,0
2023-01-04T18:15+01:00,1.9,0,0,0
2023-01-04T18:30+01:00,1.9,0,0,0
2023-01-04T18:45+01:00,2,0,0,0
2023-01-04T19:00+01:00,1.9,0,0,0
2023-01-04T19:15+01:00,1.8,0,0,0
2023-01-04T19:30+01:00,1.8,0,0,0
2023-01-04T19:45+01:00,1.8,0,0,0
2023-01-04T20:00+01:00,2,0,0,0
2023-01-04T20:15+01:00,1.9,0,0,0
2023-01-04T20:30+01:00,2,0,0,0
2023-01-04T20:45+01:00,1.9,0,0,0
2023-01-04T21:00+01:00,1.9,0,0,0
2023-01-04T21:15+01:00,1.9,0,0,0
2023-01-04T21:30+01:00,1.9,0,0,0
2023-01-04T21:45+01:00,1.9,0,0,0
2023-01-04T22:00+01:00,2.3,0,0,0
2023-01-04T22:15+01:00,1.9,0,0,0
2023-01-04T22:30+01:00,1.8,0,0,0
2023-01-04T22:45+01:00,1.9,0,0,0
2023-01-04T23:00+01:00,2.6,0,0,0
2023-01-04T23:15+01:00,1.8,0,0,0
2023-01-04T23:30+01:00,1.6,0,0,0
2023-01-04T23:45+01:00,1.8,0,0,0
2023-01-05T00:00+01:00,1.7,0,0,0
2023-01-05T00:15+01:00,1.8,0,0,0
2023-01-05T00:30+01:00,1.7,0,0,0
2023-01-05T00:45+01:00,1.7,0,0,0
2023-01-05T01:00+01:00,1.9,0,0,0
2023-01-05T01:15+01:00,1.8,0,0,0
2023-01-05T01:30+01:00,1.7,0,0,0
2023-01-05T01:45+01:00,1.6,0,0,0
2023-01-05T02:00+01:00,1.6,0,0,0
2023-01-05T02:15+01:00,1.4,0,0,0
2023-01-05T02:30+01:00,2.1,0,0,0
2023-01-05T02:45+01:00,2.2,0,0,0
2023-01-05T03:00+01:00,1.7,0,0,0
2023-01-05T03:15+01:00,1.7,0,0,0
2023-01-05T03:30+01:00,1.9,0,0,0
2023-01-05T03:45+01:00,2.2,0,0,0
2023-01-05T04:00+01:00,1.9,0,0,0
2023-01-05T04:15+01:00,1.8,0,0,0
2023-01-05T04:30+01:00,2.5,0,0,0
2023-01-05T04:45+01:00,2.3,0,0,0
2023-01-05T05:00+01:00,2.1,0,0,0
2023-01-05T05:15+01:00,2.2,0,0,0
2023-01-05T05:30+01:00,1.9,0,0,0
2023-01-05T05:45+01:00,2.3,0,0,0
2023-01-05T06:00+01:00,2.1,0,0,0
2023-01-05T06:15+01:00,2.8,0,0,0
2023-01-05T06:30+01:00,2.6,0,0,0
2023-01-05T06:45+01:00,2.7,0,0,0
2023-01-05T07:00+01:00,2.6,0,0,0
2023-01-05T07:15+01:00,2.4,0,0,0
2023-01-05T07:30+01:00,2,0,0,0
2023-01-05T07:45+01:00,2.8,0,0,0
2023-01-05T08:00+01:00,4.1,10.8,6.3,6
2023-01-05T08:15+01:00,25.5,43.2,33.7,36.3
2023-01-05T08:30+01:00,133.4,353.4,287.1,288.3
2023-01-05T08:45+01:00,280.4,613.7,507.8,515.1
2023-01-05T09:00+01:00,496.1,922.5,779.6,770.3
2023-01-05T09:15+01:00,806.1,1296.9,1136.8,1134.6
2023-01-05T09:30+01:00,1161.7,1715.5,1552.8,1543.9
2023-01-05T09:45+01:00,1601.9,2152.6,1982.5,1919.7
2023-01-05T10:00+01:00,2030.6,2567.9,2406.7,2284.3
2023-01-05T10:15+01:00,2466.5,3000.2,2830.3,2644.1
2023-01-05T10:30+01:00,2937.8,3422,3249.7,3025.9
2023-01-05T10:45+01:00,3395.5,3850.1,3643.9,3377.4
2023-01-05T11:00+01:00,3798.4,4233.6,4013.6,3726.9
2023-01-05T11:15+01:00,4126.4,4574.3,4379.3,4071
2023-01-05T11:30+01:00,4460.2,4876.3,4679.7,4443.8
2023-01-05T11:45+01:00,4649.7,5104.8,4929.2,4779.2
2023-01-05T12:00+01:00,4907.7,5298.7,5163.8,5099.6
2023-01-05T12:15+01:00,5024.2,5449.6,5350.3,5337.2
2023-01-05T12:30+01:00,5063.9,5526.8,5402.5,5330.8
2023-01-05T12:45+01:00,4989.4,5505,5357.2,5377.6
2023-01-05T13:00+01:00,4948.4,5430.3,5234.9,5230.7
2023-01-05T13:15+01:00,4827.6,5294.8,5051.4,5036.8
2023-01-05T13:30+01:00,4452.2,5080.7,4842.6,4929.7
2023-01-05T13:45+01:00,4133.8,4782.2,4534.8,4641.3
2023-01-05T14:00+01:00,3749.7,4429.6,4253.5,4200.7
2023-01-05T14:15+01:00,3348.4,3998.9,3822.5,3787.6
2023-01-05T14:30+01:00,2846.5,3467.3,3268.3,3309.5
2023-01-05T14:45+01:00,2314.2,2879,2645.6,2511.9
2023-01-05T15:00+01:00,1849,2266,2063,1888.6
2023-01-05T15:15+01:00,1379.1,1696.9,1522.8,1342.4
2023-01-05T15:30+01:00,920.7,1177.2,1028.8,868
2023-01-05T15:45+01:00,498.9,726.8,635,498.8
2023-01-05T16:00+01:00,212.3,433.5,381.6,261.4
2023-01-05T16:15+01:00,55,201.3,186.3,77.2
2023-01-05T16:30+01:00,6.4,49.4,48.7,22.1
2023-01-05T16:45+01:00,3,8.8,9.2,3.7
2023-01-05T17:00+01:00,2.2,0,0,0
2023-01-05T17:15+01:00,2.5,0,0,0
2023-01-05T17:30+01:00,2,0,0,0
2023-01-05T17:45+01:00,2.3,0,0,0
2023-01-05T18:00+01:00,2.3,0,0,0
2023-01-05T18:15+01:00,2,0,0,0
2023-01-05T18:30+01:00,1.9,0,0,0
2023-01-05T18:45+01:00,1.6,0,0,0
2023-01-05T19:00+01:00,2,0,0,0
2023-01-05T19:15+01:00,1.7,0,0,0
2023-01-05T19:30+01:00,1.8,0,0,0
2023-01-05T19:45+01:00,1.9,0,0,0
2023-01-05T20:00+01:00,4.3,0,0,0
2023-01-05T20:15+01:00,1.9,0,0,0
2023-01-05T20:30+01:00,1.8,0,0,0
2023-01-05T20:45+01:00,1.8,0,0,0
2023-01-05T21:00+01:00,1.9,0,0,0
2023-01-05T21:15+01:00,1.8,0,0,0
2023-01-05T21:30+01:00,1.9,0,0,0
2023-01-05T21:45+01:00,1.8,0,0,0
2023-01-05T22:00+01:00,2,0,0,0
2023-01-05T22:15+01:00,1.9,0,0,0
2023-01-05T22:30+01:00,2,0,0,0
2023-01-05T22:45+01:00,1.9,0,0,0
2023-01-05T23:00+01:00,2,0,0,0
2023-01-05T23:15+01:00,1.9,0,0,0
2023-01-05T23:30+01:00,2.1,0,0,0
2023-01-05T23:45+01:00,1.7,0,0,0
2023-01-06T00:00+01:00,2,0,0,0
2023-01-06T00:15+01:00,2,0,0,0
2023-01-06T00:30+01:00,2.1,0,0,0
2023-01-06T00:45+01:00,2.4,0,0,0
2023-01-06T01:00+01:00,1.9,0,0,0
2023-01-06T01:15+01:00,1.9,0,0,0
2023-01-06T01:30+01:00,2,0,0,0
2023-01-06T01:45+01:00,1.8,0,0,0
2023-01-06T02:00+01:00,2.5,0,0,0
2023-01-06T02:15+01:00,1.7,0,0,0
2023-01-06T02:30+01:00,1.9,0,0,0
2023-01-06T02:45+01:00,1.8,0,0,0
2023-01-06T03:00+01:00,2,0,0,0
2023-01-06T03:15+01:00,1.9,0,0,0
2023-01-06T03:30+01:00,2,0,0,0
2023-01-06T03:45+01:00,1.9,0,0,0
2023-01-06T04:00+01:00,1.8,0,0,0
