Solar,"Solar forecast (Day-Ahead, D-1 18:00)","Solar forecast (Intraday, 8:00)",Solar forecast (Current)
3.5,0,0,0
6.8,0,0,0
12.5,11.4,11.7,11.7
58.4,75.7,81.1,71.2
239.2,288.7,273.9,280.8
642.6,743.9,714.8,723
1311.9,1444.1,1444.1,1408
2298.8,2434.6,2502.3,2502.5
3587,3709.6,3836.3,3802.3
5085,5229.4,5447.7,5337.6
6754.7,6925.3,7236.1,7091.4
8595.8,8817.2,9218.5,9103.3
10652.1,10839.1,11284.3,11132.6
12654.6,12875.8,13376.9,13265.4
14705.5,14889.8,15365.2,15309.4
16768.8,16868.5,17390.4,17485.1
18899,18773.2,19340.1,19467
20816.5,20553.3,21173.8,21151.4
22515.3,22199.7,22850.7,22845.4
24022.2,23724.5,24415.4,24456.5
25432.8,25096.7,25828.9,25878.2
26619.2,26310.1,27088.6,27323.1
27609.7,27437.4,28173.2,28416
28263.5,28327.4,29025.8,29363
28799.7,29059.7,29738.7,30115
29507.4,29673.4,30333.6,30675.4
29850.5,30206.7,30792.6,31118.3
30243.7,30601.9,31132.5,31388.1
30433.5,30869.8,31341.3,31465.8
30548.4,31009.3,31425.4,31442.4
30432.2,31031.9,31383.7,31429.7
30271.8,30933.5,31259.3,31191.8
30081.5,30727.2,30989.5,30780.8
29727,30409.3,30600.4,30366.9
29084.9,29998.1,30324.2,29869.1
28659.9,29463.6,29755.9,29222
28016.7,28836.8,29061.8,28503.5
27438.3,28088.3,28215.6,27616.3
26955,27231.2,27309.2,26822.7
26476.1,26232.1,26246.1,25939
25391.3,25121.2,25081.3,24903
24277.5,23902.9,23818.4,23763.1
22967,22578.4,22475.5,22748.6
21799.3,21111.1,21025.2,21447.2
20380.8,19554.9,19448.6,19970.7
18829.8,17910.2,17777.9,18290.4
17114.8,16175.1,16034.5,16697.5
15338.1,14337.4,14155.7,14833.3
13461.1,12465.5,12228.1,12952
11451.6,10611.1,10344,11112.1
9594,8832,8590,9334.7
7721.8,7131.3,6940.8,7547.9
5946,5525.3,5405,5862.2
4366,4064.3,4000.7,4342
3047.4,2839.4,2832.4,3047.7
2006.6,1882.2,1901.2,1979.9
1183.8,1182.4,1184.3,1210.2
579.2,656.6,647,643
173.5,295.3,281.1,258.4
22.3,89.3,90.4,78
6.8,0,0.2,11.2
4.9,0,0,3.1
4.5,0,0,0
4.2,0,0,0
3.4,0,0,0
3.3,0,0,0
4,0,0,0
3.7,0,0,0
3.1,0,0,0
3.2,0,0,0
3.2,0,0,0
3.6,0,0,0
3.1,0,0,0
3.1,0,0,0
3,0,0,0
3.6,0,0,0
3.4,0,0,0
3,0,0,0
3.2,0,0,0
3.3,0,0,0
3,0,0,0
2.9,0,0,0
3.1,0,0,0
3.6,0,0,0
2.8,0,0,0
3.2,0,0,0
3,0,0,0
3.1,0,0,0
3.1,0,0,0
3.5,0,0,0
3.1,0,0,0
3.5,0,0,0
3.1,0,0,0
3.5,0,0,0
3.1,0,0,0
3.4,0,0,0
3.3,0,0,0
5.5,0,0,0
10.8,12.8,11.5,11.5
53.5,87.4,71.7,67.1
226.1,269.3,238.8,241.8
624.3,633.1,632.3,635.5
1258,1236.9,1266.5,1244.2
2127.5,2103.1,2130.1,2146.6
3179.6,3188.1,3299,3277.9
4367.4,4428.6,4640.5,4628.7
5685.1,5790.5,6124.2,6108.5
7109.9,7264.4,7724.5,7743.8
8675.3,8827.9,9373.2,9377.2
10304.8,10402.2,11056.8,11013.5
12013.9,11973.6,12762.6,12737
13596.6,13548.1,14377.8,14477.2
15120.7,15082.5,15961.6,16132.7
16493.7,16519.2,17455,17538.4
17861.1,17832.9,18833.5,18833.5
19172.1,19039.1,20105.9,20026.5
20335.3,20115.1,21230.4,21116.3
21437.5,21029.9,22236,21900.2
22413.9,21865.6,23089.6,22868.8
23139.7,22469.2,23837.8,23722.6
23546.5,22995.8,24425.9,24288.6
23909.9,23385.1,24847.9,24686.9
24123.2,23691.8,25142.2,24933.5
23849.4,23888.6,25290.6,25136.5
23583.1,23975.1,25319.8,25161.7
23339.4,23911.2,25127.6,24983.5
22817.8,23788.6,24937,24534
22365.3,23509.8,24632.8,23822
21768.2,23124.3,24197.4,23157.1
21007.5,22613.4,23614.2,22513.2
20352.9,22077.5,22895.4,21839.4
19791.1,21445.9,22202,21044
19129.5,20734.5,21401.2,20099.7
18585.7,19944.9,20480.8,19060.7
17933.7,19141.8,19568.6,18496.1
16977.7,18251.2,18601.3,17612.5
16001.7,17301.2,17596.6,16823.5
14883.2,16308,16532.2,16139.7
13765.9,15291.5,15431.5,15351.1
12781.2,14212.4,14295.8,14176.1
11592.3,13080.1,13099.8,13023.9
10491,11896.2,11907.1,11748.5
9417.5,10693.2,10646,10540.9
8362,9453.1,9341.2,9258.6
7250.1,8190.5,8080,8060.5
6073.7,6980.6,6853.3,6886.6
4873.2,5828.9,5695.5,5768.9
3779.8,4736.9,4585.7,4673.3
2798,3707.1,3552.6,3598.2
1992.5,2779.8,2652.3,2616.2
1361.2,2011.4,1912.2,1841.7
861,1395.2,1325.3,1222.8
491,906.3,849.8,755
230.1,510.2,481.4,401.1
83.4,233.7,215.9,166.2
26.4,82.4,67.5,45.9
7.4,2.9,2.3,9.5
4.2,1.8,1,2.7
3.7,0,0,0
3.6,0,0,0
3.3,0,0,0
3.3,0,0,0
3.1,0,0,0
3.2,0,0,0
3.1,0,0,0
3.1,0,0,0
2.9,0,0,0
3,0,0,0
2.9,0,0,0
3,0,0,0
2.8,0,0,0
2.9,0,0,0
2.8,0,0,0
2.6,0,0,0
2.6,0,0,0
2.8,0,0,0
2.8,0,0,0
2.9,0,0,0
2.9,0,0,0
2.6,0,0,0
2.6,0,0,0
2.8,0,0,0
2.9,0,0,0
2.9,0,0,0
2.9,0,0,0
2.9,0,0,0
2.9,0,0,0
2.9,0,0,0
2.8,0,0,0
2.8,0,0,0
2.8,0,0,0
2.8,0,0,0
2.9,0,0,0
4,0,0,0
6.5,4.2,4,4
20.9,44.4,35.3,34.4
86.2,143.1,122.7,124.7
227.2,332.2,292.2,294.4
443.8,612.6,556.3,542.3
770.4,960.6,892.2,891
1184.5,1399.5,1288.5,1285
1666.6,1926.1,1802.9,1793.3
2188.3,2509.9,2438.3,2458.2
2776.3,3175,3095.3,3110.3
3418.5,3898.8,3800.2,3802.3
4085.4,4625.2,4528.3,4409.3
4689.3,5371.3,5253.7,5025.8
5235.1,6134.3,6002.7,5752.2
5811.2,6907.5,6759.5,6457.7
6402.1,7689.7,7524.1,7150.2
6969.3,8470.3,8289.9,7857.5
7687.9,9270.9,8969.5,8480.7
8375.7,10060.7,9681.3,9089.6
9091.1,10831.2,10389.2,9680.3
9749.7,11492.1,11062.3,10413.7
10503.6,12116.2,11699.4,10988.5
11394.9,12728.8,12312.3,11688
12049,13281.3,12871.5,12267.7
12862.5,13781.7,13409.8,12787.3
13410.7,14267.6,13901.2,13437.1
13885.2,14671.6,14320.2,14039.2
14128.8,14996.2,14599.6,14332.8
14409,15259.1,14856,14793
14567.2,15470.3,15042.4,14833.7
14827.1,15596.5,15174.6,15015.5
14949.6,15636.9,15258.7,15187.1
14936.2,15617.2,15172.7,15151.4
14808.5,15574.6,15120.5,15332
14727.7,15438,15019.5,15247.8
14572.8,15216.7,14800.6,15087.9
14300,14942.7,14528.3,14700
14033.1,14598.2,14192.2,14463.9
13585.5,14129.8,13712.8,13874.3
13150,13575.2,13138.1,13245.1
12567.6,12932.7,12501,12680.2
11944,12238.4,11824.3,11913.7
11339.5,11436.9,11057.8,11109.8
10570.7,10572.8,10196.2,10187.9
9660.8,9654.1,9300.3,9257.7
8712.7,8689.8,8363.4,8350.4
7719.3,7685.5,7393.5,7421.2
6730.5,6684.3,6425.5,6454
5644.3,5656,5426.6,5491.4
4595.4,4647.5,4407.9,4550.3
3583.6,3657.5,3456.3,3600.4
2653.5,2746.2,2579.9,2672.2
1865.2,1967.8,1851.7,1920.1
1204.8,1348.1,1258.4,1294.3
694.7,873.9,802.5,810.3
326.8,501.9,443.9,430.5
100.5,236.4,190.5,169.6
17.8,81,68.2,51.8
5.9,2,2.6,9.5
4.5,0.8,1.5,3.1
2.7,0,0,0
2.4,0,0,0
2.3,0,0,0
2.2,0,0,0
2.2,0,0,0
2,0,0,0
2.1,0,0,0
2.1,0,0,0
1.9,0,0,0
1.9,0,0,0
2,0,0,0
1.9,0,0,0
1.9,0,0,0
1.9,0,0,0
1.9,0,0,0
2,0,0,0
1.9,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2.1,0,0,0
2.1,0,0,0
2.1,0,0,0
1.9,0,0,0
2,0,0,0
1.9,0,0,0
1.9,0,0,0
1.9,0,0,0
2,0,0,0
1.9,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2.1,0,0,0
2.3,0,0,0
6.3,7.6,7.3,7.3
25.6,58.4,43.6,39.2
107.6,194.3,144.1,146.8
280.2,484.6,404.6,407.4
613.4,964.4,845.8,830.4
1136.6,1630.7,1448.8,1464.5
1841.3,2515.6,2253,2217.9
2674.1,3567.7,3228.7,3176.3
3620.3,4722.2,4312.4,4177.6
4703.7,5991.5,5519.7,5347.6
5895,7370.1,6816.4,6541.5
7220,8735.4,8165.2,7735.9
8612.6,10184.3,9443,8960.9
10000.9,11651,10842,10322.2
11454.9,13108.2,12259,11726
12838.9,14519.9,13647,12959.4
14290,15917.6,14992.7,14298.4
15592.5,17276.7,16294.1,15548.3
16855.7,18566.1,17548.5,16779
18195.9,19761.2,18723,17906.7
19385.2,21017.8,19773.3,19112
20529.5,21988.5,20815.3,20161.4
21655.4,22932.1,21786.8,21229.4
22721.8,23750.3,22661.2,22259.7
23469,24488.5,23453.2,23100.1
24546.1,25161,24165.7,23948.6
25327,25709,24809.3,24661.1
25833.4,26124.5,25316,25189.5
26300.8,26426.5,25755.4,25680.8
26534.7,26614.4,26067.7,26091.3
26665.4,26705.8,26240,26365.3
26840.6,26700,26294.3,26654.8
26476.6,26627.2,26408,26652
26303.1,26466,26270.4,26485.3
26215.5,26184.3,26052.7,26223.4
25616.4,25764.3,25674.4,25718.8
25101.2,25304.4,25183.6,25113.9
24528,24636,24631.7,24495.8
23589.4,23822.4,23886.2,23565
22776.2,22863.1,22982.2,22475.4
21548.7,21792.7,21950.1,21479.4
20432.8,20572,20750.2,20274.6
19206,19220.9,19422.3,18991.5
17952.6,17737.4,17986.3,17639.3
16416,16132.4,16367.2,16086.8
14662.8,14389.7,14570.3,14470
12940.7,12581.7,12765.5,12730.6
11130.3,10754.8,10935,11043.2
9298.8,8950.3,9109.6,9166.8
7451.9,7189.3,7315.7,7369
5623.3,5479.4,5573.2,5622.7
4015.5,3951.2,4000.1,4070.5
2706.7,2705.7,2728.1,2784.1
1704.3,1755.1,1763.4,1794.5
946.6,1069.8,1074.1,1089.9
390.1,578.3,568.8,560.5
79.8,241.2,233.6,200.1
8.3,79.1,73.6,51.2
4.3,0,0,5.7
3.7,0,0,1.8
3.5,0,0,0
3.3,0,0,0
3.2,0,0,0
3.2,0,0,0
3.1,0,0,0
3.1,0,0,0
3.1,0,0,0
3.1,0,0,0
2,0,0,0
1.8,0,0,0
1.8,0,0,0
1.8,0,0,0
1.5,0,0,0
1.5,0,0,0
1.6,0,0,0
1.5,0,0,0
1.5,0,0,0
1.5,0,0,0
1.6,0,0,0
1.6,0,0,0
1.6,0,0,0
1.6,0,0,0
1.6,0,0,0
1.6,0,0,0
1.5,0,0,0
1.6,0,0,0
1.5,0,0,0
1.6,0,0,0
1.6,0,0,0
1.7,0,0,0
1.7,0,0,0
1.7,0,0,0
1.7,0,0,0
1.6,0,0,0
1.7,0,0,0
2,0,0,0
4.7,4.6,4.8,4.8
34,13.1,14.2,14.2
163.6,206.6,205.8,210.6
506.6,550.5,555.3,560.4
1130.2,1125,1126.6,1096.4
2052.1,1967.3,1957.6,1955
3195.1,3077,3139.1,3114
4535.8,4406.7,4551.6,4504.8
6052.6,5896.2,6143.7,6030.6
7608.1,7550.2,7907.2,7748.1
9283.4,9326.5,9759,9523.7
11059.6,11116,11628.7,11448
12933.4,12881.5,13424.6,13244.2
14651.8,14613.4,15203.4,15095.5
16360.8,16296.1,16953.6,16847.4
17890,17900.3,18626,18477.9
19300.2,19418.8,20187.2,20066
20755.9,20854.8,21650.9,21522.3
22004.4,22165.7,22946.8,22742.8
23096.2,23338.3,24094.5,23892.8
24153.1,24340.5,25096.9,24922.9
25212.1,25224.5,25995.5,25797.9
26053.2,26001.4,26762.9,26521.7
26724.1,26639.2,27389.6,27043
27302.5,27179.1,27910.5,27620.2
27776.2,27598.9,28331.3,28039.1
28131.5,27895.4,28705.3,28343.7
28330.2,28072.3,28935.8,28742.6
28601.3,28162.5,29050.7,28803.5
28566,28152,29041.4,29172.1
28791.8,28068.2,28948.6,29169.1
28590.5,27891.6,28759.9,29068.5
28434.7,27630.8,28412.7,28786.8
28038,27253.1,28009.1,28226.1
27732.2,26813.9,27532,27892.9
26952.8,26261.8,26945.5,27430.8
26083,25624.8,26224,26700.7
25005.2,24802,25373.8,25909.3
24315.3,23853.2,24405.4,24823
23266.9,22789,23309.1,23616.4
22328.5,21617.8,22110.5,22430.2
21098.3,20313.5,20780.1,21110.4
19589.5,18902.9,19337.2,19733.3
17953.7,17377,17797.8,18302.8
16480.2,15739.3,16086.9,16695.4
14676,13988.9,14270,14837.1
12848.9,12158.8,12408.2,12913.3
10937.5,10325.8,10531.7,11067.6
9091.5,8531.7,8697.9,9147
7170,6771.8,6915.7,7221.1
5376.1,5102.7,5204.8,5433.8
3794.1,3620.4,3677.9,3895.2
2507.3,2446.8,2480.7,2622.2
1543,1591.3,1607.5,1720.3
835.6,993.3,992.2,1072.7
350.9,531,525,547.3
85.2,208.6,204,178.8
15,67.7,63.9,42.8
7,0,0,5.7
5.8,0,0,1.6
6.1,0,0,0
5.9,0,0,0
5.5,0,0,0
5,0,0,0
5.3,0,0,0
4.9,0,0,0
4.9,0,0,0
5.3,0,0,0
5.4,0,0,0
4.9,0,0,0
4.9,0,0,0
4.8,0,0,0
5.1,0,0,0
4.8,0,0,0
4.9,0,0,0
4.5,0,0,0
4.8,0,0,0
4.2,0,0,0
4.7,0,0,0
4.4,0,0,0
4.8,0,0,0
4.2,0,0,0
4.6,0,0,0
4.3,0,0,0
4.4,0,0,0
4.4,0,0,0
5,0,0,0
4.5,0,0,0
4.4,0,0,0
4.9,0,0,0
4.9,0,0,0
3.8,0,0,0
3.1,0,0,0
3.1,0,0,0
3.2,0,0,0
4,0,0,0
12.3,3.6,2.4,2.4
23.2,9.8,5,5
125,136,110.9,110.9
429.2,541.5,521.5,533.8
1024.2,1149.9,1087.3,1099.5
1925.6,2064.5,1957.4,1897.3
3122.3,3292.2,3113.7,3093.8
4549.1,4771.2,4562.7,4489.9
6119.1,6419.1,6205.2,6108.9
7801.9,8267.1,8030.4,7990.3
9729.6,10240.8,9987.8,9816.3
11664.5,12261.1,11999.2,11746.5
13595.6,14292.2,13911.4,13722.8
15531.5,16294.5,15864.9,15806.9
17361.8,18243.9,17778.7,17655.6
19097.3,20102.5,19596.8,19482.3
20800.1,21861.7,21307.8,21049.7
22341.8,23503.3,22905.1,22510.4
23630.4,24984,24379,23859
24823.2,26290.3,25661.8,25832.2
26060.2,27439.4,26865.3,26973.8
27153,28375.5,27759.8,28023.4
28032.1,29153.8,28561.4,28831.6
28699.2,29780.9,29222.1,29546.6
29267.8,30295.2,29740.1,30176.7
29489.6,30673.5,30136.9,30625.1
29830,30916.4,30330.5,30809.8
30068.6,30976,30358.8,30838.6
30375.3,30909.5,30361.2,30703.6
30088.9,30705.3,30163.4,30602.1
29745.6,30402.4,29857,30308.3
29332.6,30004,29463.1,29975.7
28763.9,29534.6,28965.7,29666.7
28161.8,28947.6,28379.8,28977.8
27541.2,28281.7,27696.3,28135
26708,27536.9,26904,27430.5
25808.7,26638.2,26025.2,26460.1
24924.4,25617.2,25036,25373.1
23933.2,24481.9,23910.6,24269.7
22548.6,23269.2,22686.9,22921
21241.3,21944.9,21386.2,21592.5
19910,20514.5,19985.5,20082.8
18424.5,18976.2,18494.9,18517
17028.2,17333,16886.2,16997.9
15355.1,15586,15193,15204.8
13667.2,13694.9,13324.2,13268.1
11708.4,11771.6,11447.5,11526.9
9926.5,9880.2,9598.4,9730.4
8216.8,8069.4,7864.6,8085.1
6503.3,6368,6213.2,6359.8
4879.4,4770.1,4663.3,4846.5
3412.2,3382.4,3295.9,3502.5
2224.1,2283.3,2226.8,2425.1
1341.6,1480.5,1451.1,1582
698.6,903.7,887.8,979.6
249,467.8,456.7,485.7
48.2,186.9,175.6,162.8
10,18.2,18.4,37
5.5,0,0,5.2
4.5,0,0,1.1
4.3,0,0,0
4,0,0,0
3.8,0,0,0
3.6,0,0,0
4.2,0,0,0
3.8,0,0,0
3.6,0,0,0
3.6,0,0,0
3.6,0,0,0
3.6,0,0,0
3.6,0,0,0
3.7,0,0,0
4.5,0,0,0
3.9,0,0,0
4.1,0,0,0
4,0,0,0
3.9,0,0,0
3.7,0,0,0
3.6,0,0,0
4,0,0,0
3.6,0,0,0
3.6,0,0,0
3.8,0,0,0
3.9,0,0,0
3.6,0,0,0
3.5,0,0,0
3.7,0,0,0
3.5,0,0,0
3.5,0,0,0
3.4,0,0,0
4,0,0,0
3.9,0,0,0
3.6,0,0,0
3.6,0,0,0
3.6,0,0,0
4.4,0,0,0
14,6.1,6.8,6.5
25.2,14.4,15.4,14
111.5,118.8,124,124
310.6,392.3,409.4,416.1
698.1,784.6,769.6,774.1
1305.6,1332.3,1301,1272.4
2054.2,2052.7,2043.6,2038.3
2935.6,2913.1,2940.1,2919.3
3863.6,3848.4,3924.5,3907.3
4831,4877.6,5005.9,4939.4
5907.3,6013.9,6126.7,6033.2
7035.3,7146.9,7270.2,7127
8275.7,8307.9,8489.9,8313.5
9498,9470.6,9668.6,9515
10655,10625.1,10818.2,10698.3
11829.4,11725.6,11936.4,11870.4
13133.8,12793.3,12990,12960.3
14486.1,13816.5,13998.9,14029.8
15685.9,14794.4,14931.5,14974
16554.5,15656.5,15795.8,15856.3
17424,16489.9,16589.1,16798.7
18302.6,17236.8,17361.2,17649.5
18814.1,17901.2,17995.8,18308.9
19292.5,18474.7,18530.8,18885.6
19677.2,19012.1,18992.7,19283.1
20089.8,19471.4,19365.8,19714.4
20190.3,19830,19688.3,20047.3
20184.9,20075,19930.7,20257.2
20063.7,20295,20146.9,20354.6
20065.8,20435.4,20177.2,20435.8
19842.5,20480.8,20162.2,20394.3
19796.5,20436.4,20077.3,20215.8
19853.2,20343.3,20016.5,19998.1
19749.4,20172,19848.8,19730.5
19627.4,19892.8,19545.7,19425
19339.8,19482.3,19115,18999.6
18809.5,18993.2,18670.8,18570.3
18343.6,18398.6,18138.8,18001
17719.5,17694.1,17478.4,17380.3
16916.6,16893.7,16679.7,16541.2
16101.2,16032.1,15812.8,15650.6
15382,15047.7,14868.2,14696
14351.2,13994.3,13805.5,13663.7
13161.8,12844.8,12643.8,12576.7
11998.8,11640.1,11505.5,11415.1
10684.8,10361.1,10243.6,10143.7
9326.9,9023.7,8905,8844.5
8020.9,7686.3,7572.5,7573.9
6702.7,6388.4,6277.4,6248.4
5435.4,5099.1,5015.8,4929
4208.2,3867.7,3783.7,3728.5
3020.4,2759.5,2671.3,2657.9
2009.1,1876.3,1803.5,1802.8
1217.1,1219.6,1159.2,1159.9
620,726.3,686.3,689.8
218.1,365.9,341.6,338.8
41.8,121.7,107.2,84
8.6,1.1,1,6.2
5.1,0,0,2.4
4.3,0,0,0.7
4.4,0,0,0
4,0,0,0
4,0,0,0
4,0,0,0
4.1,0,0,0
4,0,0,0
4,0,0,0
3.9,0,0,0
4,0,0,0
3.9,0,0,0
3.9,0,0,0
4,0,0,0
2.8,0,0,0
2.8,0,0,0
3.3,0,0,0
2.9,0,0,0
3.1,0,0,0
2.6,0,0,0
2.7,0,0,0
2.7,0,0,0
3,0,0,0
2.6,0,0,0
2.6,0,0,0
2.9,0,0,0
2.4,0,0,0
2.6,0,0,0
2.9,0,0,0
2.4,0,0,0
2.9,0,0,0
2.9,0,0,0
2.5,0,0,0
3.1,0,0,0
3,0,0,0
3.3,0,0,0
4.3,0,0,0
5.5,0,0,0
14.4,2.8,2.9,2.9
24.7,4.7,4.8,4.8
116.2,129.8,104.6,104.6
369.4,488.3,480.8,487.7
909.5,1067.6,1030.9,1042.7
1778,1920.2,1883.6,1836
2919.8,3081.8,2972.1,2943.4
4251.5,4484.4,4394.6,4360.3
5732.4,6059.5,6003.9,5973.3
7432.2,7800.1,7789.5,7762.9
9384,9699.4,9662.5,9621.1
11404.9,11621,11605.1,11543.9
13446.7,13537.3,13662,13501.8
15475,15422.2,15545.3,15457.3
17372.8,17247.3,17412.7,17403.5
19175.4,18967.8,19177.8,19260.3
20740.9,20616.7,20828.1,20934.4
22197.1,22164.9,22365,22559.8
23432.2,23558.1,23730.1,23883.6
24470.3,24726.6,24905.2,24742.2
25154.9,25736.9,25956.1,25819.2
25885,26423.2,26674.9,26452.4
26402.6,27024.3,27332.5,26987.6
26567.4,27444.2,27846.4,27394.9
26595.4,27776,28225.8,27527.4
26413.5,27975,28499.1,27548
26519,28067.6,28653.8,27374.6
26236.3,28067.8,28724.7,27333.7
25952.5,28031.9,28717.9,26876
25650.5,27885,28558.1,26832.1
25405.7,27650.1,28275.1,26360.8
25435,27316.1,27888.9,26012.2
25241.4,26938.4,27393.7,25648.8
24890.8,26433.9,26844.5,25267.7
24308.8,25838.6,26193,24761.4
23592.9,25077.1,25417,24193
22962.7,24393.1,24568.7,23687.6
22396.1,23492.5,23622.4,23029.5
21806.8,22484.8,22570.4,22023.7
21153.1,21380.4,21477.9,20816.4
20164.6,20217.8,20299.9,19846.8
19170.7,18929.7,19040.6,18660.7
17987.7,17584.7,17666.1,17528.6
16553.2,16141.6,16191.5,16056.3
14994,14580.4,14590.9,14488.3
13530.8,12886.6,12863.8,12766.5
11794.1,11130.1,11096.1,11133.9
10050.3,9380.9,9337,9322.3
8391,7679.9,7643.3,7753.2
6543.6,6048.7,6012.5,6081.7
4855.8,4476.5,4438.8,4565.6
3355,3092.8,3059.9,3195.9
2135.4,2025,1995.5,2095.9
1249.5,1273.8,1247.2,1310
587.9,743.3,720.4,753.6
180.1,368.1,352.7,340.2
28.2,112.3,102.4,63.3
5.7,0,0.2,5.5
4,0,0,2.1
3.1,0,0,0.7
3.5,0,0,0
2.8,0,0,0
2.6,0,0,0
2.4,0,0,0
2.4,0,0,0
2.4,0,0,0
2.4,0,0,0
2.4,0,0,0
2.6,0,0,0
2.6,0,0,0
2.5,0,0,0
2.5,0,0,0
2.4,0,0,0
2.4,0,0,0
2.7,0,0,0
2.3,0,0,0
2.6,0,0,0
2.2,0,0,0
2.6,0,0,0
2.2,0,0,0
2.2,0,0,0
2.2,0,0,0
2.6,0,0,0
2.6,0,0,0
2.3,0,0,0
2.3,0,0,0
2.3,0,0,0
2.6,0,0,0
2.2,0,0,0
2.3,0,0,0
2.7,0,0,0
3,0,0,0
2.6,0,0,0
3,0,0,0
3.5,0,0,0
7,0,0,0
11.1,0,1.8,1.8
22.8,0,0.1,0.1
114.5,129.1,105,105
407.6,488.9,509.4,519.8
1012.1,1136.8,1110.5,1121.5
2031.2,2129.9,2075.8,2005.5
3420.7,3505.5,3366.1,3347.5
5158.5,5198.7,5034.9,5034.2
7093.8,7116.9,6948.6,6957.1
9166.8,9282.4,9099.2,9098
11432.8,11638.5,11385.2,11284.1
13736.1,14023.7,13731.8,13589.9
16091.8,16353.6,16084.1,15911.7
18393.8,18640.4,18285.5,18170
20588.6,20825.9,20394.2,20306.1
22777.1,22863.6,22376,22178
24804.3,24733,24217.3,24042.6
26615,26445.4,25917.1,25625.9
28311.9,27970.8,27461.8,27126.5
29750.1,29290.1,28802.2,28956.7
30980.2,30415,30084.6,30233.3
32129.1,31287.5,31040,31476.9
32840.3,31976.8,31835.7,32454.8
33110.1,32481.6,32459.5,33146.1
33387.2,32834.1,32923,33778.4
33451.4,33028.8,33257.3,34079.3
33187.4,33073.2,33402.1,34032.7
33008.1,32994,33374.3,33908.5
32777,32816,33317,33743.9
32584.1,32500.2,33029.4,33601.5
32207.6,32082.7,32616.2,33121.8
31604.5,31561.2,32077.5,32482.9
31104.3,30968.9,31401,32064.8
30550.6,30271.1,30646.4,31107.6
29937,29534.8,29785.8,30460.4
29256.3,28623.5,28837.3,29641.9
28098.8,27552.6,27831.7,28614.4
27388,26447.4,26701.8,27358.9
26344.8,25264.3,25472.6,26173.3
24793.5,23988.4,24165.6,24786.6
23335.8,22603.8,22759.8,23413.9
21944.4,21086.4,21232.2,21725
20302.2,19458.2,19592,20316.9
18637.7,17718.1,17832.6,18370.8
16781.8,15852.8,15987.4,16590.2
14606.9,13855.8,13988.4,14510.3
12635.6,11806.5,11906.6,12404.3
10610.6,9796.3,9869.7,10336.7
8558.6,7891.9,7939.4,8341
6490.4,6101.4,6111.3,6397.7
4610.6,4420.9,4390.2,4670.1
3038.3,2978.6,2932,3179.7
1869.2,1909.7,1857.5,2017.6
1050,1183.1,1146,1228.8
482.2,685.4,654,686.9
143.8,329.5,309.2,287.2
21,77.2,81.1,62
5.2,0,0,6.3
3.9,0,0,2.3
3.5,0,0,0.3
3.2,0,0,0
3,0,0,0
2.8,0,0,0
2.8,0,0,0
2.7,0,0,0
2.7,0,0,0
2.7,0,0,0
2.7,0,0,0
2.7,0,0,0
2.7,0,0,0
2.6,0,0,0
2.7,0,0,0
2.3,0,0,0
2.3,0,0,0
2.3,0,0,0
2.4,0,0,0
2.3,0,0,0
2.3,0,0,0
2.3,0,0,0
2.3,0,0,0
2.2,0,0,0
2.1,0,0,0
1.8,0,0,0
2.2,0,0,0
2.2,0,0,0
2.3,0,0,0
2.3,0,0,0
2.3,0,0,0
2.3,0,0,0
1.8,0,0,0
1.2,0,0,0
1.3,0,0,0
2.1,0,0,0
2.9,0,0,0
3.4,0,0,0
4.4,0,0,0
9.6,2.2,2,2
20.6,1.6,0.1,0.1
98.3,133,76.5,76.5
345.8,445.8,413.1,420.2
842,978.1,924.4,935.6
1704.1,1771.4,1719,1667.4
2851.9,2826.3,2772.7,2772.1
4178.1,4095.7,4129.5,4118.8
5699.7,5507.7,5688.4,5704.3
7305.1,7063.8,7443.8,7482
9109.5,8716,9294,9286.2
10987.6,10426,11159.2,11114.3
12837.7,12091.9,13099.8,13035.7
14507.5,13747.3,14929.4,14883.3
16219.5,15370.1,16668.3,16682.4
18092.7,16912.3,18297.3,18134.6
19696.4,18372.4,19807.5,19768.2
21196.9,19777,21234.5,21224
22692.8,21075.8,22507.3,22676.1
23992.1,22266.8,23608.7,23989.7
25227.9,23340.7,24517,25076.7
26177.1,24266.6,25374.3,26078.5
26940.6,25027,26007.1,26947.9
27436.9,25617.8,26455.5,27449.3
27671.2,26084.2,26769.7,28130.1
28107.9,26477.7,26994.7,28433.1
28041.4,26704.3,27051.3,28765.1
27958.3,26749.2,26911.9,28541
27834.5,26691.1,26717.8,28328.7
27347.1,26529.6,26286.9,27775.8
26699.7,26230.2,25889.9,27436.8
26141.2,25803.5,25368.3,26730.2
25237.5,25337.9,24818.2,26126.5
24441,24801,24143.3,25203.6
23664.4,24166.6,23379.8,24301.2
22501.2,23445.5,22465.4,23449.7
21357.7,22658.2,21501.7,22435
20076.3,21719.4,20479.4,21389.5
18766.2,20670.2,19411.8,20060
17679.5,19485.2,18274.1,18835.4
16414.1,18229,17076.6,17418.7
15362.1,16892.5,15840.4,16128.4
14129.8,15480.4,14545.6,14564
12953,13994,13186,13158.1
11795.7,12463.4,11784.8,11590.7
10330.4,10888.9,10303.3,10210.4
8878.6,9306.5,8830.7,8755.9
