Solar,"Solar forecast (Day-Ahead, D-1 18:00)","Solar forecast (Intraday, 8:00)",Solar forecast (Current)
8.8,0,0,0
7.1,0,0,0
6.8,0,0,0
6.1,0,0,0
8.4,0,0,0
9.1,3.8,0,0
17.2,7,0.1,0.1
28.1,51,29.3,29.1
120.4,214.8,158.9,157.8
441.5,636,544.9,536.2
926.2,1323.4,1182.4,1168.9
1543.2,2162.9,1985.4,1965.2
2260.7,3061.7,2860.5,2832.7
3017.6,4007.4,3757.3,3654.2
3778.5,5023.1,4744.4,4558.8
4546.4,6017.9,5725.5,5243.5
5405.5,6933.4,6658.1,5985.1
6132.4,7766.7,7548.3,6720.7
6992.7,8531,8393.6,7511
7664.6,9196.9,9118,8002.3
8136.4,9784.2,9743.7,8662.9
8724.6,10338,10363.1,9317.4
9216.4,10835.4,10947,9879.4
9266.3,11205.4,11373.6,10262.6
9317.9,11466,11653.7,10537
9552.9,11606.8,11793.8,10693.9
9624.7,11660.9,11841.8,10684.7
9695.1,11584.2,11764.6,10718.8
9548.7,11373.7,11504.6,10699.7
9282.9,11043.2,11153.7,10468.9
8913.4,10595.1,10707.1,10143
8428.4,9991.5,10103.5,9528.6
7804,9259.3,9354.8,8875.4
7140.7,8441.7,8441.8,8071.6
6345.2,7510.9,7512.4,7211.6
5495.3,6461.1,6462.9,6357.8
4592.1,5359.8,5366.9,5354.4
3606.8,4260.1,4263.1,4241.5
2652,3151,3136.4,3169.3
1751.5,2089.6,2060.4,2094.9
959.2,1173.7,1136,1145.7
377.8,518.9,496,485.4
116.6,189.8,200.8,179.2
28.7,71.5,79.2,61
18.4,18.2,20.3,10.5
15.7,0,0,0
13.3,0,0,0
13.5,0,0,0
13.9,0,0,0
14.3,0,0,0
13.9,0,0,0
10.8,0,0,0
10.2,0,0,0
11.4,0,0,0
13.2,0,0,0
11.4,0,0,0
8.8,0,0,0
11.4,0,0,0
10.9,0,0,0
11.2,0,0,0
10.9,0,0,0
11.9,0,0,0
10.2,0,0,0
8.9,0,0,0
8.6,0,0,0
9.5,0,0,0
7.6,0,0,0
7.1,0,0,0
6.8,0,0,0
7.8,0,0,0
7.5,0,0,0
7.5,0,0,0
8.3,0,0,0
8.4,0,0,0
7.1,0,0,0
7,0,0,0
8.8,0,0,0
8.9,0,0,0
8.2,0,0,0
9.4,0,0,0
12.2,0,0,0
16.2,0,0,0
17.9,0,0,0
17,0,0,0
17,0,0,0
18.4,0,0,0
17.1,0,0,0
17.5,0,0,0
19.4,0,0,0
15.7,0,0,0
8.2,0,0,0
9.5,0,0,0
12.2,0,0,0
10.9,0,0,0
7,0,0,0
8.7,0,0,0
7.9,0,0,0
9.2,0,0,0
8.7,0,0,0
11.2,0,0,0
13.1,0,0,0
17.7,4,0,0
24.6,7.2,0,0
33.8,45.8,25.4,25.2
141.7,203.9,158.6,156.7
508.7,608,532,523.2
991.3,1284.8,1168.1,1146.3
1615.2,2156.4,2010.4,1992.3
2285.2,3098.4,2945.8,2913.4
3031,4037.9,3856.1,3763.4
3795.1,5015.2,4800.7,4683.6
4498.9,5971,5749,5284.8
5294.4,6851.7,6674.1,6119.8
6110.9,7652.2,7545.3,6861.4
7022.2,8367.7,8344.5,7581.7
7729.4,8913.5,8994.9,7719.5
8278.8,9291.5,9492.6,8198.2
8808.3,9596.5,9889.3,8607.7
9252.5,9838,10193.3,8950
9469.5,9988.9,10340.4,9092.8
9638.2,10037,10332.8,9218.9
9666.6,9995.2,10253.8,9306.2
9251.1,9858.3,10068.4,9311.7
8754.6,9565.8,9705.4,9235.1
8180.8,9130.6,9198.3,9084.1
7692.8,8651.1,8668.9,8430.3
7346.9,8120.8,8116,7875.8
6802.9,7501.4,7485,7161
6127,6798.6,6767.8,6394.5
5418.6,6059.8,5967.9,5721.6
4660.3,5257.1,5153.5,4957.1
3855.9,4403.6,4312.2,4251.9
3018.9,3540.5,3476.9,3475.7
2220.3,2737.4,2684,2728.9
1523.1,1995.5,1943.9,1975.2
974.7,1323.7,1267.7,1268.9
504.9,759.4,696.2,685.9
176.1,349.6,291.5,273.1
54.9,133.1,97.9,81.3
29.3,52.9,35.8,21.6
43.7,12.2,7,4.5
26.1,0,0,0
37.2,0,0,0
41.3,0,0,0
38.1,0,0,0
21.2,0,0,0
15.3,0,0,0
14.4,0,0,0
12.6,0,0,0
13.1,0,0,0
11.9,0,0,0
11.9,0,0,0
10.1,0,0,0
14,0,0,0
10.6,0,0,0
8.5,0,0,0
8,0,0,0
11.4,0,0,0
10.6,0,0,0
9.4,0,0,0
7.4,0,0,0
8,0,0,0
7.4,0,0,0
7.3,0,0,0
6.8,0,0,0
8,0,0,0
7.2,0,0,0
8.3,0,0,0
7,0,0,0
6.8,0,0,0
6.5,0,0,0
7.3,0,0,0
6,0,0,0
5.9,0,0,0
5.8,0,0,0
6.2,0,0,0
7.7,0,0,0
7.7,0,0,0
7.3,0,0,0
7.2,0,0,0
7.5,0,0,0
8.3,0,0,0
8.1,0,0,0
9.5,0,0,0
13.5,0,0,0
15,0,0,0
16.2,0,0,0
17.1,0,0,0
17.7,0,0,0
17,0,0,0
17.3,0,0,0
17.2,0,0,0
17.1,0,0,0
19.8,0,0,0
17.8,0,0,0
14.3,0,0,0
13.2,0,0,0
14.4,5.3,1.9,1.9
16.7,10.9,1.5,1.5
23.1,46.1,27.3,25.8
90.8,183.7,165.5,166.7
464.6,549.5,570.5,565.9
979.9,1177.7,1256,1239.4
1543.5,2019,2131.6,2063.1
2160.7,2919.1,3063.1,2984.5
2879,3831.8,4045.1,3880
3713.1,4772.3,5015.1,4735.4
4570.3,5712.8,5978.3,5488.6
5367.1,6564.6,6866.2,6304.5
6354.1,7299.4,7653.4,7031.6
7462.9,7961.3,8369.6,7743.5
8282.2,8521.3,8968.1,8181
8856.1,8962.7,9432.8,8808.5
9209.1,9302,9783.7,9488.3
9489.1,9546.2,9978.2,9871.6
9353.2,9662.9,9954.1,9931.6
8906.4,9675.2,9787.3,9833.8
8402.5,9539.3,9531.3,9683.4
7960.5,9238.3,9152.1,9297.3
7239.3,8804.4,8658.7,8735.7
6534.2,8244.8,8043.4,8050.3
5721.6,7684.7,7438.5,7130.5
5076.5,7121.9,6854.9,6392.6
4481.7,6521.1,6229.3,5722.5
3917.7,5874.4,5557.7,4974.3
3427.4,5198.6,4972.1,4227.4
2897.3,4487.4,4253.8,3477.8
2381.3,3751.8,3516.6,2815.8
1877.9,3025.2,2801,2216.9
1453.9,2347.7,2144.8,1668.8
1055.9,1706.5,1536.4,1180.3
654.1,1122,987.9,760.3
332.9,629.8,534.1,418
132.3,279.9,223.3,184.3
47,100.2,73.7,60.1
24.3,37.9,23.4,15.4
20.7,9.8,7.7,5.7
17.9,0,0,0
26.7,0,0,0
24.9,0,0,0
18.3,0,0,0
17.2,0,0,0
18.3,0,0,0
14.4,0,0,0
14.7,0,0,0
19.1,0,0,0
16.6,0,0,0
17.7,0,0,0
18,0,0,0
16.3,0,0,0
14.8,0,0,0
13.1,0,0,0
9.9,0,0,0
10.1,0,0,0
8.3,0,0,0
7.4,0,0,0
6.5,0,0,0
13,0,0,0
12.3,0,0,0
11.9,0,0,0
15.4,0,0,0
21.5,0,0,0
21,0,0,0
16.5,0,0,0
9.3,0,0,0
8.3,0,0,0
7,0,0,0
6.9,0,0,0
8,0,0,0
13.1,0,0,0
8.7,0,0,0
9.9,0,0,0
8.7,0,0,0
15.2,0,0,0
8.6,0,0,0
9.5,0,0,0
10.9,0,0,0
10.4,0,0,0
7.8,0,0,0
7,0,0,0
7.4,0,0,0
7.2,0,0,0
9,0,0,0
16.5,0,0,0
15.1,0,0,0
12.5,0,0,0
12.6,0,0,0
13.4,0,0,0
8.6,0,0,0
8,0,0,0
10.6,0,0,0
12.8,0,0,0
17.5,0,0,0
11.1,4,0,0
11.1,7,0,0
22.1,32.3,12.7,12.8
106.4,217.8,170.9,172
545.6,651,609.6,614
1250.6,1355.1,1348.4,1363.7
2104.6,2241.9,2258.2,2266.3
2865.4,3204,3234.1,3281.8
3611.3,4178.6,4260.4,4311
4562.8,5200.1,5249.3,5308.5
5606.2,6240.7,6240.8,6253.6
6637.6,7243.2,7229.9,7038.9
7656.9,8180.2,8193.3,7922.1
8661.1,9064.3,9113.1,8887
9418.1,9864.5,9912.8,9840.2
10236.9,10565.8,10577.3,10653
10854.8,11201.8,11170,11398.1
11314.6,11756.4,11659.7,11937.7
11733.1,12150.8,12002.2,12296.1
12113.1,12346.5,12149.8,12241.5
12078.8,12374.5,12164.7,12099.9
11919.8,12233.1,12038.1,11997.9
11725.8,11920.6,11705.1,11876.2
11445.8,11440.6,11187.6,11424.5
11054.5,10861.9,10566.1,11043.8
10453.5,10162.1,9855.5,10490
9674.2,9359.6,9019.1,9844.1
8709.3,8476.7,8079.7,9019.2
7654.5,7534.6,7009.5,8015.3
6322.6,6509.8,5960.1,6958.1
4987.2,5463.3,4942.2,5839.3
3798.9,4419.5,3970.6,4672.9
2745.7,3409.1,3041.9,3511.9
1834,2426.8,2171.7,2421.8
1072,1515.1,1379.5,1465.2
502.5,752.8,718,727.1
162.3,264.4,271.4,267.4
38,75.4,72.7,68.9
15.3,25,21.5,15.8
13.1,5.7,3.9,0.6
34.1,0,0,0
32.2,0,0,0
29.8,0,0,0
22.5,0,0,0
33.4,0,0,0
33.5,0,0,0
14.6,0,0,0
8.1,0,0,0
33.4,0,0,0
30.6,0,0,0
29.2,0,0,0
30.6,0,0,0
33.4,0,0,0
30.9,0,0,0
6.7,0,0,0
6.4,0,0,0
23.4,0,0,0
6.6,0,0,0
6.5,0,0,0
6.5,0,0,0
23.2,0,0,0
24,0,0,0
25.7,0,0,0
6.9,0,0,0
7.1,0,0,0
6.9,0,0,0
7,0,0,0
6.9,0,0,0
23.2,0,0,0
7.6,0,0,0
7.4,0,0,0
7.6,0,0,0
8.3,0,0,0
9.1,0,0,0
17.3,0,0,0
8.7,0,0,0
14.9,0,0,0
9,0,0,0
7.6,0,0,0
7.6,0,0,0
7.5,0,0,0
7.4,0,0,0
7.5,0,0,0
7.5,0,0,0
7.5,0,0,0
7.3,0,0,0
7.4,0,0,0
7.4,0,0,0
7.3,0,0,0
7.3,0,0,0
8.2,0,0,0
8.4,0,0,0
7.3,0,0,0
7.4,0,0,0
7.6,0,0,0
8.5,0,0,0
7.3,0,0,0
8.2,0,0,0
11.7,11.2,9.4,9.4
45.2,84,78.9,78.8
260.1,334.2,316.6,313.3
585.2,791.7,751.5,751.5
1059.8,1391.1,1328.8,1316.5
1662.2,2080.6,1992.2,2007.7
2353.5,2853.1,2713.3,2694.8
3102.5,3702.6,3510.1,3436.3
3856.3,4593.8,4336.1,4205.9
4690.6,5504.9,5187.4,5077.1
5607.5,6403.7,6061.7,5910.6
6487.4,7296.8,6949,6746.9
7345.7,8135.4,7786.4,7409.2
8219.4,8901.9,8565.4,8246.9
9106.4,9625.3,9348.5,9051.1
9885.2,10286,10107.3,9794.8
10408.9,10812.7,10733.7,10424.1
10785.4,11204.8,11222.1,10904
11178.4,11486.3,11627.6,11256
11506.1,11642.8,11959.1,11551.2
11799.8,11675.5,12048.6,11679.7
11792,11576.6,11888.2,11551
11633.2,11338.7,11610.8,11344.3
11402.6,10922.8,11188.6,11126.8
10775.6,10336,10549.4,10747.4
9770.8,9602.4,9713.5,9909.5
8628.5,8756.3,8653.7,8991
7441.2,7771.2,7624.6,8002.2
6166.2,6651.4,6479.9,6846.2
4858.3,5453.1,5280.5,5596.3
3597.4,4248.7,4099.9,4276.5
2507.1,3097,2987.7,3053.4
1549,2043.1,1966.7,1953.1
811.5,1143.4,1097.2,1042.2
269.8,471.4,447.4,402.6
46.9,136.3,124.9,107.2
18.2,37.3,30.8,23.7
33.5,7.3,7.5,3.9
14.2,0,0,0
14.2,0,0,0
35.6,0,0,0
41.5,0,0,0
35.5,0,0,0
30.8,0,0,0
27.3,0,0,0
34.9,0,0,0
39.6,0,0,0
37.3,0,0,0
32.1,0,0,0
17.2,0,0,0
37.2,0,0,0
26,0,0,0
16.1,0,0,0
7.3,0,0,0
26.3,0,0,0
16.6,0,0,0
7.5,0,0,0
7.6,0,0,0
18,0,0,0
19.9,0,0,0
7.8,0,0,0
7.6,0,0,0
22.2,0,0,0
7.4,0,0,0
6.9,0,0,0
7.2,0,0,0
6.6,0,0,0
20.1,0,0,0
6.5,0,0,0
6.4,0,0,0
8,0,0,0
18.5,0,0,0
8.3,0,0,0
7,0,0,0
6.5,0,0,0
6.2,0,0,0
7.7,0,0,0
6.3,0,0,0
6.2,0,0,0
6.2,0,0,0
19.4,0,0,0
22.7,0,0,0
15.1,0,0,0
22.1,0,0,0
7,0,0,0
21.7,0,0,0
6.5,0,0,0
6.5,0,0,0
6.5,0,0,0
7.5,0,0,0
6.1,0,0,0
27.4,0,0,0
32.5,0,0,0
33.7,0,0,0
30.5,0,0,0
36.4,0,0,0
66.9,23,19.4,19.4
196.5,253.5,257.6,258.4
801.4,963.9,1012.7,1012.5
1735.5,2114.1,2178.8,2181.8
2908.5,3432.2,3493.1,3466.4
4156,4811.6,4890.5,4876.1
5306.3,6203.1,6324.4,6185.5
6506.9,7618.2,7760.3,7587
7719.1,8990.1,9177.3,8940.2
8817.7,10248.7,10509.9,10212.9
9823.2,11379.6,11701.7,11311.4
10734.2,12394.9,12756.7,12283.2
11479.7,13264.4,13637.8,13020.5
12076.4,13967.1,14350.1,13657.1
12486.7,14529,14927.6,14198.3
12713.5,14943.8,15357.1,14559.2
12744.7,15129.2,15534.5,14688.7
12694.5,15096.9,15493.5,14634.2
12591.3,14897.9,15319.1,14336.6
12425.5,14533.2,14998.5,14010.9
12145.3,13981,14467.5,13532.1
11829,13278.9,13745.6,12835
11250.8,12509.9,12956.4,11959.9
10546.3,11675.3,12105.5,11391
9650.3,10703.1,11116.5,10596.4
8520.7,9612.7,10006.9,9540.7
7179.9,8459.8,8434.2,8414
5930.7,7244.9,7244.6,7248.8
4688.3,6018.3,6037.4,5926.5
3636.3,4835.3,4866.3,4816.9
2614.2,3713,3755.6,3646.1
1748.5,2664.5,2721.7,2652.6
1004.6,1682.4,1757.9,1673.5
446.1,851.8,927.8,837.8
141.9,278.3,337.9,274.7
34.8,53.5,86.2,55.7
23.4,8.5,23.5,11.3
28.7,0.6,5.1,1.2
29.5,0,0,0
28.9,0,0,0
25.9,0,0,0
24.7,0,0,0
21.3,0,0,0
20.7,0,0,0
19.2,0,0,0
22.8,0,0,0
27.4,0,0,0
27.1,0,0,0
27.4,0,0,0
27.2,0,0,0
30.8,0,0,0
29.3,0,0,0
29.5,0,0,0
30.5,0,0,0
28.5,0,0,0
36.5,0,0,0
37.4,0,0,0
27.1,0,0,0
24.9,0,0,0
22.4,0,0,0
28.1,0,0,0
23.9,0,0,0
22.6,0,0,0
21.7,0,0,0
22.9,0,0,0
22.7,0,0,0
23.3,0,0,0
22.3,0,0,0
21,0,0,0
20.4,0,0,0
22.1,0,0,0
21.6,0,0,0
20.8,0,0,0
21,0,0,0
20.6,0,0,0
19.6,0,0,0
20.3,0,0,0
18.2,0,0,0
17,0,0,0
16.1,0,0,0
17.3,0,0,0
18.1,0,0,0
19,0,0,0
19.3,0,0,0
20.7,0,0,0
20.4,0,0,0
19.4,0,0,0
18.7,0,0,0
18.5,0,0,0
21.6,0,0,0
30.4,0,0,0
28.4,0,0,0
30.4,0,0,0
42.5,0,0,0
33.1,0,0,0
33.1,0,0,0
46.1,7.2,4.1,4.2
58.1,77.6,63.2,64.9
218.6,385.6,302,309.1
640.3,991.7,788,825.2
1250.2,1817.5,1483,1558.3
2002.5,2807.3,2344.7,2380.3
2839.8,3895.7,3301.3,3336.6
3774.7,5087.8,4305.3,4279
4861.7,6350.1,5336.6,5189.2
6019,7614.6,6402.3,6338.2
7249.6,8837.4,7479.6,7464.9
8373.5,10014.5,8552.2,8612.9
9587.3,11047.1,9520.1,9720.7
10781.4,11907.6,10373.8,10495.7
11603.6,12668.7,11202.3,11271.6
12136.3,13324.3,11965.2,11916.3
12560.5,13799.2,12521.8,12433.7
12674.8,14079,12864.4,12706.2
12539.6,14176.1,13064.4,12707.6
12521.9,14093.6,13148.3,12558.1
12199.8,13834.9,13094.8,12336.9
11740.7,13430.6,12889.8,11893.1
11013.5,12914,12535.7,11437
10303,12284.7,12025.1,10854.8
9340.7,11556.9,11382.6,10272.4
8447.6,10720.4,10623,9431.8
7483.1,9734.2,9133.7,8578.9
6372,8556.5,8113.4,7525.9
5320.5,7212.2,6896.7,6108.1
4281.2,5813.2,5584.9,4951.9
3204.6,4468.9,4316.3,3782.5
2168.4,3208.5,3119,2745.6
1330.8,2045.9,2002.1,1777
676.9,1069.7,1055.5,931.3
232.7,374,384,310.7
63.1,92.1,90.7,62.7
27.1,22.8,23.5,12.9
29,3.8,5.5,2.3
29.3,0,0,0
33.6,0,0,0
39.5,0,0,0
36.3,0,0,0
37,0,0,0
32.1,0,0,0
30.1,0,0,0
27.5,0,0,0
29,0,0,0
33.9,0,0,0
20.4,0,0,0
20,0,0,0
23.4,0,0,0
21.6,0,0,0
17.4,0,0,0
14.9,0,0,0
16.3,0,0,0
13.7,0,0,0
12.1,0,0,0
14.2,0,0,0
16.4,0,0,0
16.4,0,0,0
18.9,0,0,0
19.6,0,0,0
21.4,0,0,0
14.8,0,0,0
15.1,0,0,0
16.3,0,0,0
15.4,0,0,0
18.6,0,0,0
18.9,0,0,0
18.8,0,0,0
18.4,0,0,0
16.6,0,0,0
16.4,0,0,0
16.6,0,0,0
15.3,0,0,0
16.6,0,0,0
17.9,0,0,0
16.4,0,0,0
17,0,0,0
17.5,0,0,0
17.6,0,0,0
20.2,0,0,0
18.4,0,0,0
18.1,0,0,0
18.1,0,0,0
19.4,0,0,0
15.9,0,0,0
13.8,0,0,0
13.4,0,0,0
14.1,0,0,0
11.2,0,0,0
10.5,0,0,0
10.7,0,0,0
11.9,0,0,0
12.3,0,0,0
12.7,0,0,0
24.1,1.6,2.2,2.2
72.2,60.6,59.3,59
357.4,296.5,281.9,280.7
924,746.8,713.6,741.3
1625.1,1343.5,1287.5,1351
2438.7,2032.9,1963,2105.9
3365.7,2780,2807.1,3066
4311.7,3586.4,3613.5,3963.8
5403.8,4419.6,4470.1,4968.8
6547.1,5238.6,5350.1,5998
7631.6,5997.4,6203.4,7000.2
8715.5,6696.6,7028.7,8033.9
9855.4,7353.7,7812,9060.6
10657.2,7984.3,8560.7,9935.7
11436.6,8584.6,9296.5,11066
12136.2,9098.7,9965.4,11859.4
12608.1,9480.5,10457.4,12393
12896.3,9722.3,10816.7,12736.9
12930.2,9843.5,11062.3,12916.5
13000.8,9838.6,11180.5,12993.1
12912.6,9671.9,11139.3,12888
12808.5,9375.2,10965.2,12610.2
12547.8,9009.8,10689.4,12347.2
11856.1,8560.2,10284.8,11866.8
10965.9,7988.7,9727.5,10596.4
9841.9,7321.6,9039.6,9929.2
8588.6,6583.5,7601.1,9031
7438.7,5752.7,6682.8,7871.2
6188.6,4835.4,5644.2,6483.6
4869.7,3878.2,4550.6,5196.1
3619.4,2965.2,3500.1,3982.2
2501.3,2131.6,2544.7,2874.9
1518.6,1366.4,1649.5,1844.4
697.1,710.9,885.3,936.7
232,253.2,338.5,328.4
55.3,59,88.2,75.2
30.2,15,26.4,19.1
39,3.2,4.6,1.5
48.2,0,0,0
46.5,0,0,0
42.9,0,0,0
40.9,0,0,0
45.1,0,0,0
39,0,0,0
38.5,0,0,0
32.6,0,0,0
34.7,0,0,0
32.3,0,0,0
37.3,0,0,0
28.8,0,0,0
24.4,0,0,0
26.9,0,0,0
28.4,0,0,0
26.1,0,0,0
26.8,0,0,0
23.7,0,0,0
25.1,0,0,0
25.5,0,0,0
20.6,0,0,0
21.4,0,0,0
15.5,0,0,0
16.3,0,0,0
16,0,0,0
10.3,0,0,0
9.1,0,0,0
7.9,0,0,0
7.6,0,0,0
7.2,0,0,0
6.6,0,0,0
6.8,0,0,0
9.1,0,0,0
7.7,0,0,0
9.1,0,0,0
12.9,0,0,0
12.9,0,0,0
16,0,0,0
7.3,0,0,0
7.1,0,0,0
6.8,0,0,0
21.9,0,0,0
24.6,0,0,0
26.6,0,0,0
6.6,0,0,0
22.2,0,0,0
24.2,0,0,0
25.9,0,0,0
24.5,0,0,0
24.3,0,0,0
25.7,0,0,0
32,0,0,0
34.7,0,0,0
37.6,0,0,0
41.2,0,0,0
39.9,0,0,0
36.2,0,0,0
39.4,0,0,0
45.4,1.3,0.5,0.5
59.2,38.1,37,37.3
108.1,142.1,159.7,159.7
295.1,363,413.7,423.1
642.3,693.5,801.9,829
1118.9,1101.3,1279.6,1320.3
1733.7,1561.8,1791.7,1854.9
2416.6,2062.3,2365.7,2442.6
3084,2582.2,2953.9,2977.1
3840.9,3115.9,3536,3638.7
4324.8,3630.2,4093.3,4299.1
4921.2,4133.4,4641.6,4721.3
5453.6,4605.8,5153.6,5208.9
5957.5,5048.8,5622,5657.7
6507.9,5488.3,6075.2,6154.9
6821.6,5920.9,6503.6,7107
6993.6,6265.6,6832.1,7336.3
7190.5,6518.9,7061.8,7550.6
7271.1,6685.9,7241,7633.4
7218.2,6810.5,7398,7686.4
7043.5,6866.5,7424.7,7733
6937.8,6825.9,7337.6,7612.7
6663.1,6721.4,7236.4,7247.1
6340.9,6528.6,7084.1,7015.9
5970.4,6216.3,6774.3,6859.1
5499.2,5804.1,6313.4,6399.8
4935.7,5334.2,5561.3,5809.5
4349.4,4778.1,4959.4,5213.6
3734.1,4098.7,4241.8,4307
3085.3,3331.4,3443.2,3564.2
2410.1,2579.5,2666,2779.9
1743.7,1878.2,1933.3,2015.8
1140.9,1243.4,1259.2,1319.4
612.8,684.7,675.3,695.2
243.1,278.8,266,256.7
67.6,78.6,76.1,63.3
28.8,21,22.2,10.7
23.5,4.3,5.2,2.5
22.3,0,0,0
20.9,0,0,0
20.5,0,0,0
20.7,0,0,0
19,0,0,0
20.7,0,0,0
21.8,0,0,0
20.7,0,0,0
18.3,0,0,0
16.8,0,0,0
16,0,0,0
12.8,0,0,0
12.4,0,0,0
11.7,0,0,0
12.8,0,0,0
11.6,0,0,0
14,0,0,0
12.7,0,0,0
9.9,0,0,0
8.2,0,0,0
9.5,0,0,0
7.6,0,0,0
8.7,0,0,0
7.9,0,0,0
8.4,0,0,0
6.8,0,0,0
7.3,0,0,0
7.8,0,0,0
9.3,0,0,0
8.7,0,0,0
7.2,0,0,0
7.5,0,0,0
6.3,0,0,0
6.2,0,0,0
6.4,0,0,0
6.2,0,0,0
6.7,0,0,0
6.4,0,0,0
7.2,0,0,0
7.2,0,0,0
7.5,0,0,0
6.6,0,0,0
6.3,0,0,0
6.2,0,0,0
6.4,0,0,0
6.4,0,0,0
6.5,0,0,0
7.8,0,0,0
6.5,0,0,0
6.5,0,0,0
6.4,0,0,0
8.1,0,0,0
6.4,0,0,0
7.3,0,0,0
15.2,0,0,0
17.5,0,0,0
17.5,0,0,0
18.8,0,0,0
31.3,0.6,0.7,0.7
72.5,43.7,37.7,37.3
302.1,261.9,231.2,229.3
838.1,724.1,653.7,652.2
1641.5,1374.9,1261.7,1269.3
2636.8,2138.5,1992.6,2140.1
3799.4,2976.6,2845.2,3227.1
5014.7,3899.7,3748.1,4409.8
6269,4860.2,4668.4,5764.5
7489.1,5807.2,5579.2,6971.1
8666.4,6702.1,6421.1,8110.1
9803,7544.7,7204.4,9140.7
10734,8303.3,7923.8,10423.1
11534.2,9043.6,8613.9,11365
12208,9708.2,9246.7,12386.9
12550.9,10246.5,9778.4,12995.2
12656.2,10611.1,10143,13386.5
12652.6,10781.9,10321.6,13566.9
12581.7,10847.4,10378.5,13567.9
12430.1,10814.5,10329.1,13460.6
12251.8,10632.8,10168.8,13040.7
11893.4,10312.2,9902.1,12419.2
11493.9,9908.1,9538.9,12091.1
10880.1,9410.3,9068,11352.4
10278,8790.2,8471.2,10715.8
9426,8063.4,7768.6,9820.3
8504,7256.4,7326.2,8822
7476.1,6350.6,6418.8,7743.3
6407.1,5354.9,5425.9,6808.8
5251.5,4319.6,4391.2,5542.8
4037.5,3322.6,3395.2,4298.1
2826.1,2382.3,2453.4,3068.8
1755.8,1530.9,1588.4,1944.8
895.2,798.7,847.1,1007.8
312.8,289.9,331.6,380.8
69.6,69,93.2,95.8
28.8,13.7,26.5,15.2
38.4,5.6,8.7,5
45,0,0,0
33.7,0,0,0
33.4,0,0,0
22.4,0,0,0
43.6,0,0,0
22.8,0,0,0
18,0,0,0
17.2,0,0,0
31.6,0,0,0
20.7,0,0,0
18.9,0,0,0
16,0,0,0
25.3,0,0,0
21.7,0,0,0
17,0,0,0
17.7,0,0,0
30,0,0,0
18,0,0,0
17.2,0,0,0
16.8,0,0,0
20.1,0,0,0
17.3,0,0,0
18,0,0,0
19.1,0,0,0
21.1,0,0,0
21.8,0,0,0
20.2,0,0,0
20,0,0,0
27.9,0,0,0
20.7,0,0,0
20.3,0,0,0
20.8,0,0,0
22.6,0,0,0
20.9,0,0,0
20.4,0,0,0
20.3,0,0,0
21.3,0,0,0
19,0,0,0
19.6,0,0,0
20,0,0,0
21.1,0,0,0
20.2,0,0,0
20.6,0,0,0
20.3,0,0,0
20,0,0,0
20.1,0,0,0
17.6,0,0,0
16.8,0,0,0
18.2,0,0,0
19.2,0,0,0
19.4,0,0,0
20.1,0,0,0
25.6,0,0,0
22.2,0,0,0
23.8,0,0,0
27.1,0,0,0
25.8,0,0,0
25.2,0,0,0
32.6,2.5,1.9,1.9
88.9,132.4,129.5,131.1
438,663.4,733.9,733.1
1490.8,1790.1,2012.4,2007.8
3024.1,3307.3,3719.9,3729.6
4685.3,5018.8,5750.9,5740.2
6542.9,6804.5,7927.1,7818.8
8598.1,8687.8,10108.9,9872.7
10768.1,10586.5,12308,11748.6
12888.8,12399.3,14405.3,13790.9
14960.8,14035.8,16299.2,15716.5
16854.5,15520.5,17996.5,17426.2
18563.7,16885.3,19511.4,18692.5
20048.6,18179.5,20871.5,20117.3
21245.7,19308.9,22028.8,21281
22159.9,20273.1,22993.2,22167.1
22797.7,21024.9,23717.4,22843.5
23098.3,21531.3,24162.7,23157.3
23137,21722.4,24273.6,23093.8
22962.8,21605.6,24082.9,22837.2
22554.8,21210.7,23611.8,22339.8
21895.1,20598.2,22903.9,21688.6
20850.2,19814.7,21991.6,20665.3
19661,18845.7,20866.2,19677.3
18216.8,17678.2,19518.5,18538.9
16586.2,16303.3,17946.8,17130.2
14732.7,14705.3,14782.9,15477.4
12571.1,12867.9,12906.8,13567.7
10576.7,10843.7,10860.1,11349.9
8452.3,8783.9,8780.9,9402.4
6249.3,6767.2,6761.8,7349.4
4189.8,4819.8,4828,5324
2401.1,2969.9,3008.6,3366.4
1111,1464.9,1516.7,1661.5
384.1,463.9,512.1,520.7
88.2,102.8,127.7,117.4
34.9,21.1,31.9,16.2
33.1,8.1,11.2,6
36,0,0,0
35.5,0,0,0
44.2,0,0,0
40.4,0,0,0
42.1,0,0,0
31.4,0,0,0
24.3,0,0,0
22.3,0,0,0
18.6,0,0,0
18.4,0,0,0
20.3,0,0,0
19.7,0,0,0
19,0,0,0
16.5,0,0,0
15.1,0,0,0
14.6,0,0,0
17.3,0,0,0
21.2,0,0,0
16.8,0,0,0
18.2,0,0,0
30.8,0,0,0
18.1,0,0,0
25.5,0,0,0
17.4,0,0,0
16.9,0,0,0
13.8,0,0,0
13.7,0,0,0
14.3,0,0,0
17.1,0,0,0
9.7,0,0,0
11.6,0,0,0
7.1,0,0,0
7.2,0,0,0
7,0,0,0
7.6,0,0,0
7.2,0,0,0
7,0,0,0
7.2,0,0,0
10.6,0,0,0
7.2,0,0,0
8.8,0,0,0
7.1,0,0,0
7.2,0,0,0
7.3,0,0,0
7.3,0,0,0
7.2,0,0,0
