Date (GMT+1),Hydro Run-of-River,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil coal-derived gas,Fossil gas,Geothermal,Hydro water reservoir,Hydro pumped storage,Others,Waste,Wind offshore,Wind onshore,Solar,Load (incl. self-consumption)
,Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW)
2025-01-01T00:00+01:00,1706.2,4501.3,3335.9,2806.7,521.7,668.7,5577.4,23.8,108.6,453.1,1479.8,997.3,2415.1,32060.2,0,51529.7
2025-01-01T00:15+01:00,1721,4355.5,3350,2552.2,521.8,568,5558.6,23.8,160.7,838.4,1480.2,997,2601.3,31922.3,0,50595.8
2025-01-01T00:30+01:00,1720.6,4288.4,3346.6,2527.1,521.8,567.1,5506,23.8,75.1,435.4,1480.3,997.1,2542.3,31920.9,0,50637
2025-01-01T00:45+01:00,1751.2,4257.1,3378.7,2514.8,521.8,579.3,5580.2,23.9,58,105.9,1480,998.6,2450,31982,0,50502.3
2025-01-01T01:00+01:00,1723.4,4329.6,3929.1,2507.8,521.8,570.7,5335.9,24,58.5,367,1479.5,1002.6,2252.6,32334.3,0,50239.8
2025-01-01T01:15+01:00,1687,4274.7,3955.1,2526,521.8,560.2,5010.6,23.9,30.2,84.9,1479.2,992.6,2510,32564.7,0,49948.7
2025-01-01T01:30+01:00,1709.1,4270.7,3778.5,2518.8,521.8,567.5,4986,23.9,55.5,124.7,1478.8,1004,2410.5,32711.5,0,49831.2
2025-01-01T01:45+01:00,1728.5,4275.1,3675.5,2523.9,521.8,581,5161.7,23.9,55.4,0.3,1478.8,1003.2,2407.9,32781.2,0,49521.9
2025-01-01T02:00+01:00,1693.8,4233.5,3393.8,2522.5,521.8,564.1,4956.5,23.9,35.1,3.8,1478.6,997.4,2676.4,32844,0,49216.6
2025-01-01T02:15+01:00,1680.4,4262.2,3339,2525.9,521.8,532.4,5015,23.9,17.3,0.2,1481.2,996.9,2663.9,32979.8,0,48813.2
2025-01-01T02:30+01:00,1707.8,4260.4,3349.5,2514.3,521.7,543,4996.3,23.9,40.3,0.2,1480.3,1000.4,2586.3,32773.4,0,48576.9
2025-01-01T02:45+01:00,1686.5,4275.5,3310.8,2506.4,521.7,513.2,5006.5,24.1,23,0.2,1480,998,2529.9,32755.8,0,48380.2
2025-01-01T03:00+01:00,1682,4271.8,3315,2513.4,521.7,502.7,4961.1,24.2,21.9,306,1481.5,987.1,1805.2,31821.3,0,47780.1
2025-01-01T03:15+01:00,1678,4266.1,3305.2,2451.8,521.8,488.4,5050.1,24.2,22.8,81.6,1478.5,990,1746.9,31712.1,0,47769
2025-01-01T03:30+01:00,1664.9,4249,3302.8,2402.1,521.8,490.6,5120.5,24.1,15.1,0.2,1478.5,995.6,1640.6,32027.8,0,47256.9
2025-01-01T03:45+01:00,1661.4,4257.2,3311.7,2413,521.7,496.2,5136,24.2,9.3,0.2,1478.1,994.6,1544.3,32326.4,0,47182.4
2025-01-01T04:00+01:00,1666.1,4251.2,3333.8,2402.1,521.7,487.8,5138.5,24.2,60.3,10.4,1478.5,983.2,1424,32158.6,0,46554.8
2025-01-01T04:15+01:00,1665.6,4233.7,3323.8,2412.6,521.8,475.9,5149.7,24.3,17.6,1.6,1478.8,999.9,1379.3,32045.1,0,46632.9
2025-01-01T04:30+01:00,1668.7,4222.4,3315.3,2396.6,521.8,467.4,5100.5,24.3,21.9,1.3,1479.5,998.1,1296.6,32195.5,13.2,46390
2025-01-01T04:45+01:00,1655.8,4221.4,3306.9,2361.7,521.8,465.5,5140.6,24.3,12.9,0.1,1479.5,994.6,1211.1,32413.1,13.1,46164.2
2025-01-01T05:00+01:00,1649.6,4213.8,3296.1,2229.1,521.8,469.1,5262.3,24.2,9.4,0,1478.3,1007.8,1267,32526.8,14,46832.9
2025-01-01T05:15+01:00,1657.3,4226.5,3307.1,2213.6,521.8,470.8,5294.2,24.2,11,0,1478.6,998.9,1230.5,32555.6,12.8,46660
2025-01-01T05:30+01:00,1658.6,4238.6,3315.2,2228.2,521.8,462.3,5289.2,24.1,10.7,0,1478.6,999.5,1166.7,32722.3,12.8,46614.2
2025-01-01T05:45+01:00,1661,4256.4,3305,2235.4,521.8,462.4,5295,24.1,12.3,0,1479.3,992.3,987.6,32784.3,12.8,46539.7
2025-01-01T06:00+01:00,1661.4,4277.6,3325.1,2176.2,521.8,477.9,5280.6,24,44.7,19,1467,1001.3,935.1,34484,15,46204
2025-01-01T06:15+01:00,1669,4272.2,3324.8,2141.1,521.8,468.1,5264.3,23.9,45.3,34.2,1465.4,995.1,1006,34411.1,15.1,45948.6
2025-01-01T06:30+01:00,1671.8,4264.3,3318.4,2053.7,521.8,452.6,5312.1,23.9,34.4,12.9,1465.1,989.9,1102.9,34361.1,15.3,45925.2
2025-01-01T06:45+01:00,1681.6,4283.4,3310.3,2034.7,521.8,464.9,5349.5,23.9,84.4,1.4,1465.2,1002.8,1103.6,34606.6,15.5,45747
2025-01-01T07:00+01:00,1694.4,4320.7,3361.6,1924.7,521.8,455.6,5328.5,23.9,181.9,322.8,1465.1,999.5,1257.5,34980.1,15.6,45983.9
2025-01-01T07:15+01:00,1689.7,4319,3337.8,1832.1,521.8,474.6,5269.1,23.1,163.6,22.9,1464.6,994.1,1269.5,35049.4,15.9,46302
2025-01-01T07:30+01:00,1655.6,4262.2,3314.4,1842.4,521.8,461.4,5226.6,23,151.2,23.1,1465.3,997.3,1345.9,35201.3,16.8,46435.2
2025-01-01T07:45+01:00,1667.5,4338.9,3322.5,1767.6,521.7,462.6,5140.2,23,106.2,11.4,1464.8,1001.5,1366.7,35156.2,23.6,46589.6
2025-01-01T08:00+01:00,1675.6,4410.4,3312.3,1749.9,521.8,455.6,5074.8,23,104.6,23.7,1464.4,995.3,2305.8,34873.4,63,47973.6
2025-01-01T08:15+01:00,1676.2,4439.1,3314.5,1761.1,521.8,454.3,4834,22.9,108.3,66.9,1464.6,991.5,2509.1,34831,301.3,48507.5
2025-01-01T08:30+01:00,1673.6,4441.3,3334.6,1697.5,521.8,450.3,4670.2,22.8,135.8,68.9,1463.9,986,2439,34537,1348.4,48745.3
2025-01-01T08:45+01:00,1676.9,4423.1,3333.5,1684.6,521.8,458.7,4746.6,22.7,87.3,66.8,1464.8,1001.5,2422.2,34481,2472.9,49171.4
2025-01-01T09:00+01:00,1692,4434.5,3315.8,1693,521.8,457.2,4757.4,22.5,107.6,27.3,1464.5,1001,2238.3,33747.8,3780,49916.1
2025-01-01T09:15+01:00,1718.7,4427,3323.7,1688,521.8,452.2,4758,22.4,149.6,41,1464.3,1002.3,2102.1,33591.3,5117.8,50391.2
2025-01-01T09:30+01:00,1709.4,4445.5,3323.8,1692.8,521.8,456.3,4755,22.2,165.4,56.6,1465.1,996.9,2020.1,33548.3,6578.4,50926.3
2025-01-01T09:45+01:00,1712.8,4446.2,3321.2,1701.6,521.8,475.9,4719.7,22.1,52.8,37.4,1464.6,996.4,2015.5,33696.3,7967.9,51768.8
2025-01-01T10:00+01:00,1725.9,4396.8,3354.3,1698,521.8,493.1,4746.6,21.9,119.3,45,1441.5,996.9,2169.6,34772.4,9367.9,52546.4
2025-01-01T10:15+01:00,1737.9,4376.6,3355.8,1702.3,521.8,514.4,4717.6,21.6,47.1,25.4,1437.9,999.9,2189.3,35276,10797.6,53135.4
2025-01-01T10:30+01:00,1743.7,4319.4,3357.5,1716,521.8,492.5,4693.4,21.5,108.3,34.5,1437.7,997.9,2033.5,35336.5,12128.7,53437.4
2025-01-01T10:45+01:00,1750.1,4326.1,3359,1718.9,521.9,493.2,4728.3,21.2,45.5,2.4,1437.6,998.1,2073.1,35225.4,13491.1,54136.3
2025-01-01T11:00+01:00,1766.3,4371.1,3354.8,1708.7,521.8,522.6,4721.9,20.8,66.7,32.1,1433.5,994.9,1840.3,35340.5,14733.5,54765.2
2025-01-01T11:15+01:00,1770.1,4375.3,3349.6,1714.3,521.8,537.2,4690.5,20.6,61,45.7,1425.4,997.3,1855.8,35003.6,15870.3,55333.4
2025-01-01T11:30+01:00,1765,4382,3347.8,1715.2,521.8,540.2,4704.5,20.5,72.3,45.8,1425.7,995.6,1852.2,34810.5,16634,55769.8
2025-01-01T11:45+01:00,1759.2,4327.5,3342.8,1717.5,521.8,551.9,4680.8,20.3,60.8,93.2,1426.3,1000.9,1855.8,34565.9,17260.7,55906.3
2025-01-01T12:00+01:00,1797.6,4338.4,3384.3,1718.6,521.8,559.2,4523.8,20.1,95.7,29.3,1425.6,985.7,2034.1,35214.6,17490.6,56493.2
2025-01-01T12:15+01:00,1784,4275.3,3378.3,1714.5,521.8,530.8,4250.2,20.3,109,88.7,1424.2,976,2150.2,35622.1,17614,56497.7
2025-01-01T12:30+01:00,1775.7,4243.4,3353.4,1711.3,521.8,531.5,4250.2,20.8,96.8,17.7,1423.9,994.7,2194.2,35872.3,17615,56546.6
2025-01-01T12:45+01:00,1792.7,4335.9,3353.5,1706.5,521.8,548.3,4243.4,20.8,92.3,79.3,1424.3,993.3,2201.5,35823.7,17353.9,56659.3
2025-01-01T13:00+01:00,1795.7,4322.8,3343.5,1710,521.8,562.4,4220.5,20.8,108.2,172.8,1424.7,1004.6,2299.4,36445.6,16829.4,56213.4
2025-01-01T13:15+01:00,1781.3,4243,3340.9,1719.2,521.8,534.2,4310.8,20.8,53.8,138.9,1424.2,993.4,2618.3,36346,16057.2,55145
2025-01-01T13:30+01:00,1776.6,4258.9,3312.8,1717.9,521.8,520.2,4312.1,21,130.1,89.9,1424.7,988,2787.3,36583,15003.1,54866.3
2025-01-01T13:45+01:00,1769.7,4290.1,3301.8,1706.9,521.8,491.2,4314.5,20.8,129.5,159.2,1424.5,988.2,3055.1,36953.9,13787.5,54569.2
2025-01-01T14:00+01:00,1752.7,4250.4,3316.4,1713.9,521.8,473.3,4298,20.7,97.3,20.6,1424.4,979.7,3002.8,36867.8,12331.6,54317.3
2025-01-01T14:15+01:00,1746.6,4332.6,3360.2,1691.5,521.7,499.9,4290.2,20.6,37.6,167.4,1424.8,995.9,3293.8,37206.6,11020.7,53969.3
2025-01-01T14:30+01:00,1730.4,4318,3396.6,1694.3,521.8,479.8,4284.4,20.7,104.7,79.7,1425.3,997.2,3553.9,37826.9,9479.8,53913.8
2025-01-01T14:45+01:00,1710.6,4244.7,3428.2,1703.7,521.8,488.3,4241.7,20.7,120.5,83.7,1424.8,997.6,4002.9,38219.9,7919.3,53928.1
2025-01-01T15:00+01:00,1693.6,4231.7,3435.4,1697.9,521.8,496,4226.6,20.9,60.8,41.1,1391.9,1005.8,4450.4,38872.4,6295.6,54985.7
2025-01-01T15:15+01:00,1719.2,4336,3432.8,1701.7,521.8,498.3,4258.7,20.9,69.3,42.2,1386,983.9,4643.5,39942.6,4708.7,55027.9
2025-01-01T15:30+01:00,1717,4364.2,3448.1,1719.4,521.8,514.7,4267.2,21.2,70.4,11.9,1385.8,981.6,4802.6,40669.7,3184.7,55124.1
2025-01-01T15:45+01:00,1705.4,4415.3,3419.9,1676.2,521.7,553.2,4252,21.2,192.5,293.1,1386.6,994.9,4554.7,41023,1854.2,55567.3
2025-01-01T16:00+01:00,1696.5,4399.6,3474.8,1676.1,521.8,572.6,4270,21.5,122.1,269.6,1384.4,1011.4,4611.2,40231,822.3,56207.4
2025-01-01T16:15+01:00,1716.3,4530.8,3464,1718.8,521.8,560.1,4329.1,21.8,83.8,416.8,1385.6,1004,4917,40547,209.4,56698.5
2025-01-01T16:30+01:00,1722.7,4572.5,3487.3,1854.7,521.8,575.1,4335.1,22.1,188.1,387.4,1382.7,1008.5,4876.8,41085.7,50,57702.8
2025-01-01T16:45+01:00,1709.8,4594.9,3503,1919.1,521.8,565.2,4314.1,22.3,130,654.7,1371.9,1007.2,4476.8,41125.9,32.7,59001.5
2025-01-01T17:00+01:00,1728.1,4639.2,3462.1,1953.4,521.8,551.3,4368.1,22.3,123.3,331.2,1372.3,1006.4,4499.5,41732.3,31.3,58641.3
2025-01-01T17:15+01:00,1721.2,4667.7,3428.6,2104,521.8,564.2,4364.3,21.9,100.8,322.4,1371.1,1006.2,4885.6,42634.8,30.7,59099.5
2025-01-01T17:30+01:00,1715.2,4669.7,3400.8,2227.3,521.8,561.9,4369.5,22.2,114.1,413.1,1370.1,1009.6,4945.4,42873.3,25.5,59669.3
2025-01-01T17:45+01:00,1715.9,4705.7,3398.9,2337.1,521.8,557.8,4378.9,22.3,51.4,506.9,1370.6,1014.6,4909.3,42991,23.4,60045.4
2025-01-01T18:00+01:00,1717,4697.4,3384.6,2406.1,521.8,541.4,4359.2,22.3,37,574.2,1370.5,1009.3,4050,43120.6,22.3,60130.3
2025-01-01T18:15+01:00,1705.2,4678.7,3366,2440.9,521.8,517.9,4360.2,22.3,28.8,525.8,1370.3,1007.8,3858.2,43138.4,21.6,59669.1
2025-01-01T18:30+01:00,1713.6,4722.4,3376.2,2477.4,521.8,500.1,4380.3,22.2,27.9,646,1370.5,995.3,3722.6,42857.7,20.6,59444
2025-01-01T18:45+01:00,1710.6,4730.7,3366.9,2562.1,521.8,530.6,4415.2,22.1,25.3,317.6,1370.5,1007.2,3582.1,42818.8,20.5,58856.5
2025-01-01T19:00+01:00,1732.4,4701.8,3381.2,2570.7,521.8,539.3,4441.7,22.1,67.7,540.3,1370.9,1007.2,3548.2,42462.7,19.4,59016.9
2025-01-01T19:15+01:00,1751.7,4689.4,3406.2,2569.9,521.8,510.2,4435.5,22,142.2,507.4,1371.2,1006,3504.9,42214.6,18.3,58398
2025-01-01T19:30+01:00,1708.9,4677.7,3392.7,2569.4,521.8,509,4420.4,22,87.6,367.7,1370.9,993.9,3477.2,42085.8,16.8,58214.7
2025-01-01T19:45+01:00,1705.8,4676.7,3392.2,2586.2,521.8,506,4376,22,54.9,380.1,1371.2,998.8,3456.6,41821.7,16.5,57499.9
2025-01-01T20:00+01:00,1704.6,4603,3327.2,2619.1,521.8,513,4309.4,21.9,39.9,596.3,1371.5,983.8,3974.9,41861.7,19.6,56655.2
2025-01-01T20:15+01:00,1702.4,4617.8,3281.6,2670.8,521.8,514.2,4253.2,21.8,27.9,495.1,1372.1,964.6,4052.1,41509.1,17.3,56381.6
2025-01-01T20:30+01:00,1693,4588.5,3275.2,2702.6,521.8,531.6,4207.5,21.7,31.9,312,1372.5,981.6,3996.3,41296.6,17.6,55714.9
2025-01-01T20:45+01:00,1690,4585.7,3281.6,2746.5,521.8,514,4211.9,21.8,22.9,214.4,1373,981.1,3894.5,41335.2,17.9,54883.9
2025-01-01T21:00+01:00,1686.8,4532.6,3277.4,2747.7,521.8,527.1,4204.8,21.8,20.4,552,1373,1002.9,4055.7,40943.5,16.7,54847.9
2025-01-01T21:15+01:00,1683.9,4533.8,3278.8,2758.5,521.8,520,4221.4,22.3,56.2,435.8,1373.1,1019.5,4166,40350.6,16.1,54360.2
2025-01-01T21:30+01:00,1683.1,4525.6,3272,2816.9,521.8,511.6,4221.8,22,57.3,412.6,1373.6,995.8,3980.1,39965.8,16.4,53605.7
2025-01-01T21:45+01:00,1680.6,4526.9,3278.7,2813.5,521.8,485.3,4226.3,22,54.8,824.3,1373.4,997,3716.3,39867,15.9,52985.9
2025-01-01T22:00+01:00,1701.1,4491.5,3282,2816.8,521.7,462,4175.9,22.4,86,825.6,1374,1001.3,3986.2,38473.3,0,52637.3
2025-01-01T22:15+01:00,1689.8,4492.2,3267.4,2858.3,521.8,470.3,4182,22.8,31.8,460.8,1374.5,1000.6,4010.3,38572.8,0,52360.4
2025-01-01T22:30+01:00,1682.9,4476,3268.9,2885.3,521.8,488,4180,22.9,28.5,460.7,1374.5,1008.9,3706,38639.9,0,51438.6
2025-01-01T22:45+01:00,1670.2,4451.2,3275,2890.4,521.8,504.4,4184.3,23,17.9,494.9,1374.2,1007.5,3711.6,38601.9,0,50463.7
2025-01-01T23:00+01:00,1686,4395.6,3252.5,2894.3,521.8,503.4,4165.1,23,71.1,700.7,1374.5,1009.2,3977.5,38884.8,0,50124.4
2025-01-01T23:15+01:00,1689.2,4372.7,3258.9,2894.2,521.8,490.9,4153,23.3,46.2,444,1375.2,1001,3916.9,38740.2,0,49803.7
2025-01-01T23:30+01:00,1672.8,4361.8,3272.7,2883.1,521.8,500.1,4188.4,23.3,29.5,319.3,1375.4,986.7,4283.8,38433.2,0,48382.1
2025-01-01T23:45+01:00,1671.2,4338.1,3285.9,2872.4,521.8,530.4,4194.5,23.3,22.5,486.4,1376.1,1001.7,4280.6,38032.4,0,47545.1
2025-01-02T00:00+01:00,1656,4183.8,3451.6,2957.2,500.1,664.9,4246.5,23.3,88.7,502.8,1375.8,1002.5,4196.9,37645.9,0,47759.3
2025-01-02T00:15+01:00,1680.1,4252.1,3533.3,3049.4,499.9,493.9,4259.1,23.4,118,735.9,1376.1,987.5,3989.4,36820.8,0,47490.9
2025-01-02T00:30+01:00,1671.9,4275.4,3531.3,3006.5,499.9,495.8,4259.2,23.3,98,733,1375.7,971,3988.9,36585.2,0,46494.3
2025-01-02T00:45+01:00,1672.7,4272.4,3598.8,2950.8,499.9,482.4,4112,23.3,103.9,800.4,1375.9,984.5,3956.8,35745.9,0,46020.8
2025-01-02T01:00+01:00,1678.1,4256.4,3831.4,2851.8,499.9,485.8,3988.5,23.5,97.6,685.2,1376.2,982.2,4597,35517.8,0,45056.2
2025-01-02T01:15+01:00,1665.4,4246.5,3908.4,2736,499.9,488.9,3975.3,23.5,32,339.6,1375.7,973.6,4743.6,35570.4,0,44842.2
2025-01-02T01:30+01:00,1659.5,4227.1,3986.5,2654.2,500,500.2,3950.1,23.5,31.1,334.9,1375.2,996.8,4787.6,35385.9,0,44645.8
2025-01-02T01:45+01:00,1664.6,4239.5,4043,2541.7,499.9,505.3,3934.5,23.4,55.2,443.8,1375.4,1003.5,4885.8,34462,0,44494.6
2025-01-02T02:00+01:00,1681.8,4245.4,4037.5,2432.4,499.9,508.3,4031.8,23.2,53.6,352.3,1375.5,1014.5,5110.9,33404.1,0,43932.2
2025-01-02T02:15+01:00,1697.4,4256.3,4041.6,2308.9,499.9,504.5,4030.9,23.2,82.1,586.8,1374.7,999.1,5121.8,32872.2,0,43921.4
2025-01-02T02:30+01:00,1664.3,4263.3,4037.7,2228,499.9,496.8,4027.2,23,46.6,410.1,1375.5,1004.8,5333,33096.8,0,43708.6
2025-01-02T02:45+01:00,1635,4221.3,4050.8,2149.4,499.9,480.2,3968.1,22.8,25.4,296.4,1375.3,1010.5,5493,33220.7,0,43997.8
2025-01-02T03:00+01:00,1638.7,4244.9,4065.4,2107.6,499.9,484.6,3958.6,22.6,24,302.4,1374.5,1022.7,5615.2,32633.9,0,43632.1
2025-01-02T03:15+01:00,1631,4226.5,4072.9,2129,499.9,496.9,4155.1,22.5,42.3,364.1,1374.6,995.5,5598.4,32040.3,0,44216.9
2025-01-02T03:30+01:00,1660.6,4251.4,4072.8,2137.8,499.9,493.7,4156.9,22.4,113.1,508.5,1374.3,992.7,5627.6,31192,0,44430.5
2025-01-02T03:45+01:00,1664,4284.8,4194.3,2148.3,499.9,494.6,4250.9,22.7,125.7,518,1375.2,998.8,5534,30727.6,0,44613.4
2025-01-02T04:00+01:00,1651.9,4237.5,4521.7,2225.3,499.9,488.8,4486.3,22.4,125.4,139.3,1374.6,999.5,4998.9,30231.2,0,44785.1
2025-01-02T04:15+01:00,1654.7,4298.8,4568.2,2240,499.9,494.5,4772.6,22.2,122.1,110.2,1374.3,983.9,4997.8,30199.3,0,44298.8
2025-01-02T04:30+01:00,1659.5,4306.8,4598,2310.4,499.9,507.5,4964.9,22,124.9,58,1373.4,1005,4918.7,29993.5,8.5,44621.6
2025-01-02T04:45+01:00,1653,4305.7,4626.1,2510.3,499.9,507.5,5115.1,22,118.7,285.1,1413.3,1007.1,4819.1,29722.3,8.6,45381
2025-01-02T05:00+01:00,1638.7,4328.3,4650.8,2559.3,499.9,495.5,5653.9,21.8,103.1,117.9,1465.6,1004.7,4589.4,29317.2,8.5,45531.5
2025-01-02T05:15+01:00,1644.5,4342.8,4672.3,2606.6,500,499.9,5993.1,21.6,123,123.5,1465,1002.2,4546.3,29071,9,46121.5
2025-01-02T05:30+01:00,1648.4,4355.7,4750.8,2666.6,499.9,497.3,6127,21.7,90.4,109.8,1465,1008.6,4574.1,28798.4,8.7,47457.6
2025-01-02T05:45+01:00,1647,4372.9,5077.1,2693.8,499.9,506.9,6475.5,21.7,105.2,364.2,1539.1,1002.6,4560.6,28813.1,8.4,48486.3
2025-01-02T06:00+01:00,1645.9,4412.9,5800.8,2684.1,499.9,502.9,7338.6,21.6,85.5,166.5,1595.5,998.4,5474.8,28743,7.9,50942.7
2025-01-02T06:15+01:00,1645.1,4462.2,6344.5,2725.5,499.9,489,7166.2,21.3,115.2,172.9,1595.5,994.8,5508.6,27729.3,9.8,51980
2025-01-02T06:30+01:00,1641.9,4407.6,6821.1,2946.7,499.9,483.4,7205.3,21.3,100.8,222,1594.7,992.2,5800.9,27132.3,8.5,53492.2
2025-01-02T06:45+01:00,1649,4497.6,7204.3,3140.8,499.9,477.7,7699.3,21.2,132.5,253.3,1716.5,996.6,5571.7,26271.4,10.1,54433.4
2025-01-02T07:00+01:00,1647.3,4569.2,7864.8,3215,499.9,491,8804.4,21.2,179.2,171.2,1853.4,984.7,5971.4,25139.6,10,55666.8
2025-01-02T07:15+01:00,1651.9,4649.5,8121,3390.8,499.9,515.2,8892.8,21.2,104.3,341.4,1853.5,998.8,5920.9,24608.7,10.4,56842.7
2025-01-02T07:30+01:00,1677.2,4667,8107.8,3614.1,499.9,533,9081,21.2,65.4,297.6,1853.9,997.5,5831.9,24214.4,10.5,57477.2
2025-01-02T07:45+01:00,1703.2,4700.9,8451.4,3817.8,499.9,537.3,9243.6,21,63.7,410,1933.5,1005.2,5743.5,23683.7,17,58311.1
2025-01-02T08:00+01:00,1678.2,4773.6,8875.3,4191.7,499.9,531.3,9920.9,20.9,4.6,367.2,2055,988.5,5843.7,22686.6,20.8,59873
2025-01-02T08:15+01:00,1706.2,4834.8,9185.3,4388.3,499.9,517.5,9978.8,20.9,42.6,816,2060.5,984.9,5676.1,21580.8,51.1,60540.9
2025-01-02T08:30+01:00,1751.9,4903.1,9192.1,4406.9,499.9,517,10237.5,20.8,114.3,1239,2060.3,977.2,5654.7,21077.6,293.2,60834.8
2025-01-02T08:45+01:00,1748.1,4939.3,9208.6,4379,499.9,497.4,10590,20.8,128.6,1724.2,2049.2,976,5837.8,20372.6,743.4,61654.7
2025-01-02T09:00+01:00,1703.5,4927.3,9538.8,4452.4,499.9,473.1,10794.4,21,10.8,1048.8,1940.4,971,5997.4,19566.8,1337.2,62537.2
2025-01-02T09:15+01:00,1708.9,4890.8,9581.5,4518.7,499.9,465.5,10861.6,20.7,7.6,841.3,1930.7,947,6039.8,18330.8,1911.3,63077.4
2025-01-02T09:30+01:00,1756.3,4928.8,9602.4,4623.7,499.9,485,10917.2,20.7,44.7,870.8,1930.3,961.3,5985.2,17290.2,2604,63316
2025-01-02T09:45+01:00,1761.5,4928.5,9668.9,4710,499.9,496.7,11155.6,21,49.2,976.9,1919.6,967.8,5883.2,16604,3458.8,63368.1
2025-01-02T10:00+01:00,1744.2,4881.7,9746.9,4761.7,499.9,475.2,11872.9,21.2,49.7,1043.8,1787.7,953.8,5761.7,15752.3,4380.7,63329.2
2025-01-02T10:15+01:00,1739.6,4866.1,9751,4745.4,499.9,444.6,11989.3,21.1,49.5,1229.8,1738.1,980.4,5196.3,15075.9,5423.7,63632.6
2025-01-02T10:30+01:00,1716.7,4853.3,9776.8,4748.5,499.9,462.4,11974.7,21.3,27.5,1045.5,1798.9,998.3,4885.4,14443.3,6479.3,64066.8
2025-01-02T10:45+01:00,1752.8,4846.8,9728.2,4746.4,499.8,481.4,12101.7,21.4,98.2,1187.8,1795.7,995.7,4560.4,13786.1,7311.9,63983.5
2025-01-02T11:00+01:00,1715.7,4784.4,9752.6,4814.5,499.9,495.1,12085.5,21.3,28.1,246.1,1678.4,992.3,4874.8,13245.6,8055.9,64217.1
2025-01-02T11:15+01:00,1730.6,4767.5,9735.8,4819.8,499.9,467.1,11999.1,21.2,47.3,748,1607.4,989.9,5179.3,12842,8787.6,64707.5
2025-01-02T11:30+01:00,1688.3,4743.2,9743.7,4810.6,499.9,476.9,12037.5,21.4,20.6,421.5,1607.7,984.9,5308.1,12341.4,9279.6,65101.5
2025-01-02T11:45+01:00,1697.3,4743.2,9742.9,4806.1,499.9,490.5,12062.9,21.4,26.3,488.3,1608,989.3,5316,11815.2,9594.2,65405.6
2025-01-02T12:00+01:00,1729.4,4638.1,9717.3,4834.6,499.9,504.2,12042.7,21.3,57.8,234.1,1559.9,957.3,5140.9,11504.5,9703.8,65633.3
2025-01-02T12:15+01:00,1723.9,4628.8,9708.9,4842.1,499.9,509.4,12030.5,21.3,57.7,219.5,1545,915.6,5208.7,11361.9,9714.7,65703
2025-01-02T12:30+01:00,1719.6,4620.3,9695.4,4843.4,499.9,512.6,12036.9,21.4,48.3,190.5,1541.6,916.4,5426.9,11384.5,9783.4,65580.7
2025-01-02T12:45+01:00,1686,4620.2,9632.8,4810.7,499.9,538.5,12001,21.1,19.9,237.3,1541.8,908.4,5784,11621.4,9593.5,65464.7
2025-01-02T13:00+01:00,1724.2,4602.9,9822.3,4646.9,499.9,564.7,11937,21.2,82.2,215.1,1471.4,922.5,5580.7,11503,9437.7,65733.1
2025-01-02T13:15+01:00,1731.5,4592.6,9841.6,4550.5,499.9,540.8,11919.6,21.3,55.8,162.6,1437.7,919.2,5681,11539.6,8902.6,65248.3
2025-01-02T13:30+01:00,1733.1,4588.6,9847.7,4550.1,500,521.1,11930.2,21.2,91.5,165.8,1437.9,918.2,5305.4,11659,8189.3,64850.2
2025-01-02T13:45+01:00,1743.1,4592.5,9857.4,4440.4,499.9,521,11854.5,21.4,120.7,170.1,1443.1,921.2,5305.9,11447.8,7374.4,64500.3
2025-01-02T14:00+01:00,1776.4,4622,9868.1,4510.5,499.9,519.5,11938.8,21.3,184.2,356,1524.8,926.7,4965.9,11385.7,6562.7,64379.9
2025-01-02T14:15+01:00,1779.8,4658.7,9822.4,4497.1,500,471.6,11825.3,21.2,137.7,608.5,1530.6,913.3,5238.2,11067.6,5679.5,63665.3
2025-01-02T14:30+01:00,1782.9,4714.8,9595.9,4512.3,499.9,459.9,11940,21,176.3,819.3,1531.1,902.8,5265.3,10786.3,4719,63585.5
2025-01-02T14:45+01:00,1783,4742.2,9656.6,4536.1,499.9,450.2,12045.7,21.1,131.1,1681.2,1533.3,924.1,5012.8,10823.7,3692.1,63267.5
2025-01-02T15:00+01:00,1776.8,4809.2,9743.6,4561.4,499.9,437.4,12077.2,20.9,143.8,3820.7,1568.6,917.1,4957,10927.4,2765.6,63383.6
2025-01-02T15:15+01:00,1838.8,4830,9800.4,4567.1,499.9,437.2,12090,20.9,155.3,3734.6,1568.5,918.7,5002.9,11252.5,1879.7,63255.6
2025-01-02T15:30+01:00,1855.1,4864.4,9870.9,4516.8,500,437.5,12121.7,21,211.1,3796.5,1568.6,916.2,5197.6,11368.8,1105.7,63477.2
2025-01-02T15:45+01:00,1845.9,4867.4,9878.6,4434.8,499.9,452.3,12177.2,21.1,120.8,3853.7,1568.9,911.2,5567.1,11505.2,524.1,63637.1
2025-01-02T16:00+01:00,1869.7,4995.4,9864.9,4425.1,499.9,439.4,12325,21.1,104.5,2732.8,1568.3,934.7,5407.9,12186.7,192.2,63787.5
2025-01-02T16:15+01:00,1883.3,4991.9,9879.7,4432.4,499.9,451.6,12350.1,20.9,115.5,3104.3,1568,950.3,5521.4,12095.5,51.2,64407.4
