Date (GMT+1),Hydro Run-of-River,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil coal-derived gas,Fossil gas,Geothermal,Hydro water reservoir,Hydro pumped storage,Others,Waste,Wind offshore,Wind onshore,Solar,Load (incl. self-consumption)
,Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW)
2025-03-10T22:45+01:00,1465,4749.8,9792.1,5150.7,462.9,226.2,14113.6,21.9,7.9,24.7,1618.7,1042.1,1623.5,4978.6,0,55123.3
2025-03-10T23:00+01:00,1462.1,4637.4,9843.4,5037.7,462.9,245.7,13980.6,22.3,43.7,153.8,1619.2,1036.1,1624.3,4831.7,0,54381.7
2025-03-10T23:15+01:00,1462.6,4615.9,9822.4,5033.2,462.9,235.8,14030.1,22.4,15.7,69.5,1619.1,1034.4,1610.1,4628.1,0,53204.4
2025-03-10T23:30+01:00,1469.2,4589.9,9841,4993.2,462.9,225.7,13931.7,22.5,6.3,39.6,1619.1,1035.1,1657.9,4448.4,0,52245.7
2025-03-10T23:45+01:00,1470.9,4571.7,9904.8,5010.2,462.9,224.7,13890.1,22.5,4.7,4.3,1624.5,1030,1723,4251.9,0,51664.1
2025-03-11T00:00+01:00,1471.9,4488.8,9894.6,4992.5,456.7,233.9,13926.7,22.5,5.4,1.2,1731.6,982.5,1875.1,4124.5,0,50989.4
2025-03-11T00:15+01:00,1476.1,4458.5,9888.9,4987.2,456.6,226.7,13863.7,22.5,2.8,1,1749.5,961.6,1964.9,3945.8,0,50270.9
2025-03-11T00:30+01:00,1482.2,4457.7,9900,4992.2,456.6,222.9,13857,22.6,5.7,0.7,1783.9,941.8,1867,3783.7,0,50280
2025-03-11T00:45+01:00,1488.2,4474.9,9900.8,4978.4,456.6,224.4,13619.2,22.7,5.6,0.5,1784,936.2,1737.2,3599.2,0,50358.2
2025-03-11T01:00+01:00,1492.9,4465.8,9986.6,4933.8,456.6,235.2,13320.1,22.6,7.3,1.1,1784.1,960.9,1536.4,3452.3,0,50020.2
2025-03-11T01:15+01:00,1492.2,4441.8,9958.6,4939.6,456.6,240.4,13236.9,22.6,5.7,0.3,1784.6,968.6,1424.6,3366.7,0,49341.8
2025-03-11T01:30+01:00,1494.2,4446.9,9954.5,4943.1,456.6,238.3,13283.8,22.6,5.6,0.3,1785.6,973.8,1558.4,3271.2,0,49505.1
2025-03-11T01:45+01:00,1494,4457.9,9951.4,4929.9,456.6,239.2,13137.1,22.6,5,0.2,1786.2,970.3,1602.1,3212.6,0,49118.8
2025-03-11T02:00+01:00,1495.1,4461.5,9971.1,4915.7,456.6,239.4,13310.2,22.6,5.9,0.4,1785.2,969.8,1604.7,3202.7,0,48980.3
2025-03-11T02:15+01:00,1501.2,4454.5,9973.6,4906.1,456.6,233.1,13135.1,22.7,4.2,0.4,1786.2,964.2,1625.8,3109.3,0,48713.9
2025-03-11T02:30+01:00,1510.6,4454.4,9964.7,4908.6,456.6,228.7,13245.9,22.7,5.7,0.3,1786,975.5,1550.8,3041.9,0,48892.4
2025-03-11T02:45+01:00,1515.2,4447.9,9975.5,4913,456.6,233.5,13234.1,22.7,5.4,0.4,1786.6,980.1,1620.5,2972.5,0,49143.5
2025-03-11T03:00+01:00,1513.3,4448.5,9944.6,4919.9,456.6,237.2,13278,22.7,5.4,0.8,1817.7,976.6,1625.7,2879.8,0,48797.1
2025-03-11T03:15+01:00,1510.3,4456.3,9965.3,4918.7,456.6,230.3,13267.1,22.7,5.6,0.6,1823.8,974,1621.4,2801.2,0,49350.7
2025-03-11T03:30+01:00,1511.5,4462.5,9953.5,4918.4,456.6,241.1,13322.7,22.8,25.3,13.9,1825,980.4,1590,2817.7,0,49567.7
2025-03-11T03:45+01:00,1503.7,4476.2,9962.5,4924.3,456.6,241.5,13252.5,22.8,5.1,0.7,1824.2,990.8,1573.4,2816.2,0,49888.1
2025-03-11T04:00+01:00,1494.2,4507.8,9967.9,4924.2,456.6,242.4,13846.2,22.6,5.4,0.5,1824.1,981.5,1599.9,2810.3,0,50393.7
2025-03-11T04:15+01:00,1489.3,4519.2,9945.3,4936.4,456.6,232.7,13882.6,22.3,5,0.6,1822.9,986.7,1682.8,2738.3,0,50862.9
2025-03-11T04:30+01:00,1487.8,4537.2,9978.7,4924.9,456.6,223.9,13896.2,22.2,9.3,8.4,1822.9,1002.9,1803.6,2719,6.7,51265.1
2025-03-11T04:45+01:00,1489.5,4559.2,9979.9,4936.9,456.6,222.3,14008.9,22.3,4.5,1.3,1822.5,1001.9,1792.5,2718.6,6.7,51824.9
2025-03-11T05:00+01:00,1492.6,4630.8,10006.8,4942.6,456.6,223.4,14817.8,22.2,6.2,80.9,1889.5,1002.7,1717.9,2760.2,6.7,53021.4
2025-03-11T05:15+01:00,1488.5,4653.3,9964.4,4935.3,456.6,217.2,15101.4,22,7.3,106.4,1914.8,993.4,1645.9,2753.5,6.7,53387.9
2025-03-11T05:30+01:00,1485.1,4710.4,10008.7,4989.6,456.6,214.3,15400.4,22,15.5,127.2,1914.2,1003.9,1585.1,2697.5,7,54665.5
2025-03-11T05:45+01:00,1483.4,4788.9,9989.1,5069.5,456.6,215,15931.9,21.8,7.5,492.7,1913.3,999.8,1550.8,2662.4,10.2,56179.2
2025-03-11T06:00+01:00,1482.7,4965.6,9992.1,5198.6,456.6,216.4,16610,21.6,24.3,859.7,1957.6,992.4,1541.7,2615.6,8.2,59229
2025-03-11T06:15+01:00,1482.3,5063.6,9937.5,5201.3,459.2,212.4,16951.7,21.1,39.9,2062.8,2043.1,995,1433,2548.3,20,61075.5
2025-03-11T06:30+01:00,1487.6,5139.1,9961.1,5199.4,515,207.5,17331.5,21.2,48.2,3143.5,2043.4,990.8,1414.8,2525,51.9,62517.1
2025-03-11T06:45+01:00,1490.9,5191.3,9936.2,5191.3,576.6,214.4,17466.6,21.3,50,3955,2045.7,990,1452.1,2551.5,287,63829.8
2025-03-11T07:00+01:00,1483.7,5262.8,9967.2,5247.3,530.7,213.3,17601.6,21.1,48.7,4844.3,2081.8,990.2,1405.7,2577,1097.2,65026.2
2025-03-11T07:15+01:00,1486.8,5293.9,9980.6,5236,462.9,222.2,17566.6,21.1,51.9,5043.2,2079.7,985.9,1309.8,2577.4,2205.7,65716.8
2025-03-11T07:30+01:00,1491.8,5301.1,9987.2,5285.1,456.6,215.9,17566.6,21.3,49.4,4552.2,2080.5,983.7,1271.1,2497.5,3528.4,66539.5
2025-03-11T07:45+01:00,1506.7,5295.3,9964,5287.7,456.6,217.3,17464.6,21.4,15.3,3881.3,2082.2,983.5,1150.8,2386.7,5139.8,67249.1
2025-03-11T08:00+01:00,1527,5280.5,10004.8,5284,456.6,224.6,17436.8,21.3,86.8,4303.4,2132.1,974.2,1050.6,2288.9,6875.8,67934
2025-03-11T08:15+01:00,1528,5287.8,10062.6,5285.3,456.6,222.6,17369,21.2,102.2,3821.5,2135.1,974.3,1012.5,2174.2,8586.6,68875.2
2025-03-11T08:30+01:00,1550.9,5276.3,10216.1,5285.6,456.6,220.6,17366.6,21,71,2986.9,2139.1,972.8,900.5,2009.7,10408.5,69139.6
2025-03-11T08:45+01:00,1567.6,5275.9,10345.8,5260,456.6,223.1,17413.4,20.8,27.8,1743.6,2138.8,969.3,824.1,1839.8,12333.9,69062.5
2025-03-11T09:00+01:00,1568.5,5109.8,10352.2,5226.9,456.6,214.9,17391.5,20.5,52.3,3495.9,2138.4,968.8,772.7,1690.7,14194.4,68506
2025-03-11T09:15+01:00,1570.5,5053.6,10376.7,5240,456.6,221.3,17312.9,20.3,43.2,2629.9,2138.3,963,764.3,1593.3,15974.1,68717.4
2025-03-11T09:30+01:00,1565.8,4957.1,10395.1,5237.5,456.6,226.2,16740.5,20.2,6.7,1240.9,2138.8,955.2,662.2,1512.3,17737.7,69586.8
2025-03-11T09:45+01:00,1568.3,4933,10394.4,5224.9,456.6,232,15901.8,20,5.3,1147.9,2166.8,963.9,569.5,1406.8,19477.1,70432.3
2025-03-11T10:00+01:00,1588.5,4739.9,10358,5215.5,456.6,242.4,15206.4,19.8,10.6,1270.4,2189.6,966.3,569.7,1304.9,21083.4,70171.8
2025-03-11T10:15+01:00,1616.5,4705.3,10402.8,5124.8,456.6,238.1,14818.9,19.7,5.9,888.2,2190.9,980,695.2,1245.3,22283,69493.8
2025-03-11T10:30+01:00,1596.8,4667.7,10378.4,5110.6,456.6,235.4,14490,19.5,6,812.6,2190.9,975.9,789.7,1213,23293.3,69762.7
2025-03-11T10:45+01:00,1604.3,4633.6,10278,5109.4,456.6,228.2,14112,19.4,5.2,446.9,2189.7,968.8,751.1,1187.8,24504.7,69778.3
2025-03-11T11:00+01:00,1616.6,4545,10192.1,4915.8,456.6,226.7,13955.8,19.4,5.7,426.2,2189.2,955.9,729.7,1144.5,25457.4,69589.9
2025-03-11T11:15+01:00,1610.4,4543.7,10494.4,4894.4,456.6,231,13738.8,19.3,5.4,426.1,2190.2,972,742.4,1143.4,26339.2,69720.5
2025-03-11T11:30+01:00,1579.7,4544.7,10693.8,5012.5,456.6,227.6,13139.8,19.3,5.9,790.1,2190.5,943.7,739.5,1174.2,26813.9,69734.6
2025-03-11T11:45+01:00,1538.3,4548.3,10818.4,5055.7,456.6,226.8,12869.7,19.2,21.8,406.9,2190.6,979.4,706.5,1158.2,27130.2,69818.4
2025-03-11T12:00+01:00,1511.8,4485.7,10812.8,5182.7,456.6,227.4,13304.1,19.1,23.1,259.1,2190.3,975.7,690,1218.4,27258.5,68906.6
2025-03-11T12:15+01:00,1493.8,4471.6,10823.2,5190.3,456.6,223.4,13208.7,19.1,22.3,136.7,2190.7,983.3,712.1,1321.4,27334.3,68275.2
2025-03-11T12:30+01:00,1494,4469.9,10777,5287,456.6,213.8,13190.1,19,16.6,126.7,2187.4,987.9,762.1,1378.7,27316.5,68091.2
2025-03-11T12:45+01:00,1495.5,4463.3,10813.6,5346.4,456.6,211.8,13180.1,19.1,5.9,100.7,2185.3,966.2,821.5,1496.6,27085.5,68362.3
2025-03-11T13:00+01:00,1509.9,4455.7,10828.8,5290.5,456.6,213.9,13364.4,19,20.5,110.3,2186.6,941.9,782.1,1665,26608.4,68117.2
2025-03-11T13:15+01:00,1511.7,4457,10822.4,5339.1,456.6,219.8,13393.7,19,5.6,39.7,2188.5,962.5,744.3,1862.2,25699.1,67856.2
2025-03-11T13:30+01:00,1510.2,4441.7,10909.4,5353.2,456.6,218.4,13406.2,18.9,5.1,39,2184.2,968.1,787.6,2062.5,25198.5,67846.2
2025-03-11T13:45+01:00,1491.4,4442.5,10863.8,5411.9,456.6,215.2,13409.4,18.7,3.9,38.7,2165.8,983.4,830.9,2256.4,24544.7,67133.4
2025-03-11T14:00+01:00,1514.1,4464.5,10832.3,5591.4,456.6,209,13339.4,18.7,4.2,39.9,2140.8,986,879.9,2392.8,23352.4,67131.7
2025-03-11T14:15+01:00,1558.5,4476.3,10832.3,5623.9,456.6,231.4,13466.6,18.8,16.2,217.2,2139,978.7,870.9,2567.8,22039.5,67049.4
2025-03-11T14:30+01:00,1592.2,4518.1,10818.5,5782,456.6,231.6,14017.1,18.8,23.9,71.3,2141.3,976.1,870.8,2759.4,20881.1,66199.9
2025-03-11T14:45+01:00,1621,4527.4,10785.2,5834,456.6,240.2,14388.5,18.8,25.2,50.8,2140.3,978.8,874.7,2977.7,19573,65758.2
2025-03-11T15:00+01:00,1652.5,4574.8,10790.9,5965.7,456.6,241.3,14635.3,18.9,22.8,113,2139.7,989.9,901.5,3074,18216.7,65523.8
2025-03-11T15:15+01:00,1651.3,4606.5,10810.3,6084.8,456.6,235.1,14989.9,18.9,32.6,144.3,2137.9,977.6,1001.1,3168.2,16635.4,65402.1
2025-03-11T15:30+01:00,1627.4,4641.6,10790.5,6136.8,456.6,231.3,15528.4,18.8,29.4,430.2,2135,978.1,1032.2,3272.2,15038.1,65029.9
2025-03-11T15:45+01:00,1608.4,4724.2,10774.3,6126.1,456.6,242.6,15776,18.8,44.6,766.5,2127.2,965,1081.3,3373.8,13262.1,64616.3
2025-03-11T16:00+01:00,1587,4929.1,10725.9,6147.5,456.6,234.7,16499.9,18.9,22.6,492.8,2077.1,963.8,1123.2,3512.3,11316.1,64838.4
2025-03-11T16:15+01:00,1570.2,5060.8,10716.4,6134.3,456.6,236.4,17148,18.9,32,1046.9,2069.4,971,1206.8,3553.6,9499.9,64925.3
2025-03-11T16:30+01:00,1527.8,5129.9,10739.6,6156.3,456.6,238.2,17616.5,18.9,28,2166.2,2068.9,986.8,1332.8,3684.2,7537.1,65181.6
2025-03-11T16:45+01:00,1500.7,5195.1,10740,6141.5,456.6,239.4,17898.4,18.9,26.2,3659.1,2069.3,994.2,1441.2,3604.8,5666,65255.5
2025-03-11T17:00+01:00,1514.7,5332.6,10742,6137.8,456.6,236.1,18314.8,18.9,22,2352.8,2078.4,991.7,1652.1,3507.3,3967.5,66023
2025-03-11T17:15+01:00,1524.5,5426.3,10821.2,6163.3,456.6,229.5,18681.9,19,23.9,3818.7,2082.6,998.9,1910.8,3482.8,2514.3,66586.3
2025-03-11T17:30+01:00,1516.7,5487.6,10823.5,6174.4,456.6,235.6,18842.8,19.2,28.1,4786.5,2082.9,1000,2133.1,3514.1,1418.3,67232.2
2025-03-11T17:45+01:00,1527.6,5518.6,10828.9,6170,485.6,232.3,19005.8,19.6,184.7,4970.7,2083,1002.1,2318.4,3649.8,670.1,67836.2
2025-03-11T18:00+01:00,1546.5,5545,10776.1,6190.9,607.4,234.3,19240,19.9,113,4515,2082.6,981.6,2458.7,3827.3,190.4,68626
2025-03-11T18:15+01:00,1546.1,5559,10850.3,6197.5,644.5,239.7,19258.2,20.1,106.5,4760.5,2082.4,991.5,2588.7,3951.3,54.3,69155.4
2025-03-11T18:30+01:00,1540.8,5553.8,10945.6,6198.5,645.5,233.7,19227.7,20.3,100.4,4755.4,2081.1,989.7,2751.2,4124.8,36.8,69099.7
2025-03-11T18:45+01:00,1532.6,5541.2,10980.2,6173.3,634.6,233.6,19208.1,20.3,87.8,4936.2,2081.9,990.3,2767,4417,34.1,69456.9
2025-03-11T19:00+01:00,1523.4,5530.1,10988.6,6188.4,546.3,238.9,19225,20.4,92.9,4550.7,2081.4,993.8,2877.4,4649.5,43,69060.4
2025-03-11T19:15+01:00,1523.1,5523.3,11029.9,6188.8,481.2,243.4,19093.2,20.4,91.9,4236.9,2081.3,1003.8,2944.8,4875.4,30.1,68547.2
2025-03-11T19:30+01:00,1522.4,5482.1,11005,6190,468.2,233,19057.6,20.5,91.7,4341,2083.5,993.4,3191.6,5097.4,22.4,67988.7
2025-03-11T19:45+01:00,1526.6,5482.2,10992,6165.2,456.6,224.5,18800.4,20.5,24.5,3909.2,2095.5,1000.1,3157.9,5320.2,21.4,67374.5
2025-03-11T20:00+01:00,1508.3,5414.3,11016,6079.6,456.6,229.8,18422.3,20.5,17.1,4077.9,2095.5,1000.2,3159.2,5528.8,41.3,65590.8
2025-03-11T20:15+01:00,1508.3,5385.9,11023.7,6081.7,456.6,235,18213.4,20.7,5.3,3339.8,2093.3,994.6,3194.2,5788.4,26,64594.4
2025-03-11T20:30+01:00,1495.6,5320.7,11050.2,6074.8,456.6,232.6,18188.7,20.6,7.1,2827.1,2069.6,993.9,3222.5,5899.8,13.9,63841
2025-03-11T20:45+01:00,1497,5257.4,11071.7,6076.6,456.6,238.5,17919.7,20.6,5.1,2266.5,2070.1,993,3029.5,5824.8,8.9,62505.1
2025-03-11T21:00+01:00,1480.2,5136.1,11058.5,6023.8,456.6,235.8,17282.4,20.7,14.2,2078.8,2069.2,996.9,2880.2,5746.4,16.1,62059.5
2025-03-11T21:15+01:00,1470.3,5071.5,11017.2,6020,456.6,235.9,17224.6,21.1,6.9,1232.7,2069.7,998.4,2711.9,5815,7.2,61026.6
2025-03-11T21:30+01:00,1465,5020,11014.8,6046.4,456.6,229.5,17204,21.2,5.5,704,2069.7,998.5,2700.5,5879.1,7,59754.4
2025-03-11T21:45+01:00,1465.2,4978.8,11006.1,6048,456.6,233.1,17067.6,21.3,3.9,633.2,2069.9,997.1,2659.5,5890.1,9.6,59094
2025-03-11T22:00+01:00,1465.4,4877.7,11014.4,6051.3,456.6,250.2,16813,21.5,11.2,363.2,2069.6,993,2690.5,5849.8,0,58001.7
2025-03-11T22:15+01:00,1460.6,4840.3,10977.6,6047.2,456.6,249.4,16746.3,21.7,4.9,111.2,2069.9,992.3,2587.1,5781.3,0,57167.7
2025-03-11T22:30+01:00,1460.3,4809.5,11002.5,6040.5,456.6,244.7,16342.6,21.9,3.7,74.7,2070.3,997.2,2450.8,5701.8,0,56103.2
2025-03-11T22:45+01:00,1460,4772.2,10987.6,6031.4,456.6,237.1,15372.1,22,5.1,42,2070.2,996,2319.9,5572.5,0,55206.3
2025-03-11T23:00+01:00,1456.2,4680.3,10880.6,5995.5,456.6,235,14643.1,22.1,9.6,51.8,2069,992.9,2058.1,5488.4,0,54552.4
2025-03-11T23:15+01:00,1455.1,4649.9,11048.4,5993.7,456.6,235.2,14488.4,22.2,5.2,1,2069.4,993.4,1923.7,5379.6,0,53408.9
2025-03-11T23:30+01:00,1455.6,4619.3,11200,5988,456.6,235.6,14393.9,22.3,5.5,6.9,2069.6,987.9,1779.6,5342.3,0,52533.3
2025-03-11T23:45+01:00,1454.7,4591.8,11186.3,5954.5,456.6,235.4,13980.9,22.3,4.4,5.6,2069.8,989.8,1750.7,5250.6,0,52081.6
2025-03-12T00:00+01:00,1454.4,4508.6,11228.3,5898.7,467.7,237,13414.5,22.2,11.7,153.5,2008.1,996.8,1792.9,5151.5,0,51254.8
2025-03-12T00:15+01:00,1468.8,4498,11188.2,5897.5,467.8,243.1,13239.1,22.4,5,90.6,1979.4,992.4,1802.5,5068.7,0,50921.5
2025-03-12T00:30+01:00,1475.6,4490.3,11242.3,5902.6,467.8,244.8,12908.5,22.2,4.3,22,1979.7,992,1750,5019.9,0,50744.7
2025-03-12T00:45+01:00,1475.9,4487.1,11237.4,5895.4,467.8,242.2,12251.8,22.3,5.2,6.8,1978.9,992.3,1821.8,4950.9,0,50308.5
2025-03-12T01:00+01:00,1474.6,4470.2,11284.1,5983.6,467.8,238.8,12053.8,22.4,6.3,33.4,1974.1,996,1698.9,4983.4,0,50227.4
2025-03-12T01:15+01:00,1474.2,4451.4,11251.7,5988.8,467.8,237,11735.9,22.4,6.6,1,1904.2,998,1515.5,4969.1,0,49901.3
2025-03-12T01:30+01:00,1472.3,4453.5,11231.3,5992.2,467.8,239.4,11627.7,22.5,5.8,113.9,1902.6,997.5,1476.3,5008.3,0,49602.6
2025-03-12T01:45+01:00,1470.5,4451.7,11255.5,5993.5,467.8,242.4,11435.5,22.5,5.2,0.5,1901,992.9,1505.4,5010.7,0,49363.5
2025-03-12T02:00+01:00,1463.3,4445.5,11226.1,5896,467.8,239.9,11436.2,22.5,6.1,0.5,1901.4,984.9,1393.8,4973,0,49410.4
2025-03-12T02:15+01:00,1461.9,4437.6,11220.3,5842.6,467.8,240.8,11218.2,22.6,5.5,0.6,1901.4,966.7,1359.3,4850.1,0,49215.3
2025-03-12T02:30+01:00,1461.1,4431,11290.3,5846.3,467.8,237,11196.9,22.7,5.3,0.5,1901.2,959.8,1268.9,4852.6,0,49075.2
2025-03-12T02:45+01:00,1461.8,4444.3,11287.8,5839.5,467.8,231.3,11211,22.8,5.5,0.5,1901.4,968.4,1264.1,4907.8,0,49041.7
2025-03-12T03:00+01:00,1464,4431.1,11276.9,5891.5,467.8,227.2,11303.2,22.8,5.9,0.3,1901.3,969,1165.4,5007.4,0,49286
2025-03-12T03:15+01:00,1462.7,4437.7,11244.2,5882.4,467.8,224.3,11486.4,22.9,5.3,0.3,1902.1,983.9,1011.6,5005,0,49406.4
2025-03-12T03:30+01:00,1468.9,4443.7,11253,5889.3,467.8,224.8,11500.7,22.8,5.7,0.3,1902.4,983.9,918.9,5017.3,0,49631.5
2025-03-12T03:45+01:00,1469.2,4451.6,11241.5,5895.4,467.8,226.2,11639.5,22.8,11.2,183.1,1903,982.2,893,4958.4,0,49984.1
2025-03-12T04:00+01:00,1467.7,4505.1,11264.1,5929.6,467.8,222.1,12086.7,22.9,9.8,0.6,1902.2,980.4,783.1,4886.8,0,50515.5
2025-03-12T04:15+01:00,1471.4,4520.5,11252.1,5929.4,467.8,223.5,11867.7,22.9,8,0.3,1902,988,669.5,4817.4,0,50749.1
2025-03-12T04:30+01:00,1470.9,4521.5,11225.9,5946.7,467.8,226.2,12164.7,22.6,13.9,4,1900.7,979.5,671.2,4740,7.2,50789
2025-03-12T04:45+01:00,1475,4534.9,11260.5,5970.6,479.3,224.2,12185.6,22.5,7.6,12.8,1906.3,980.6,604.3,4665.8,7.1,51164
2025-03-12T05:00+01:00,1474.4,4595.3,11310.5,6032.5,529.5,222.4,12835.5,22.1,13.7,3.9,1941.6,973.5,522.5,4578.5,6.9,52564.6
2025-03-12T05:15+01:00,1473.7,4630.1,11336.1,6037.6,571.1,226.7,13418.4,21.9,17.4,8.9,1941.4,969.2,485.5,4529.6,7,53434.6
2025-03-12T05:30+01:00,1470.4,4646.3,11317.9,6040.1,617.1,229.6,13995.6,21.7,15.8,8.5,1940.3,970.1,530.6,4558.3,7,54693.3
2025-03-12T05:45+01:00,1469.2,4704.8,11327.6,6034.8,635.6,236.9,14838.4,21.7,10.6,15,1940.4,969.1,584.5,4392.4,7,56601.5
2025-03-12T06:00+01:00,1476.2,4880.8,11321.2,6087.2,635.5,232.7,15782.5,21.5,12,251,1979.9,955.5,552.7,4291.1,7.1,59654.6
2025-03-12T06:15+01:00,1473.7,5013.7,11299.4,6083.6,671.5,239.6,16421.8,21,15.4,899.6,2016.4,942.3,520,4282.1,8.5,61880.9
2025-03-12T06:30+01:00,1472.4,5141.4,11258.4,6058.1,701.4,240.2,16829.6,21,47.9,1739.8,2016.3,950.7,591.5,4326.1,54.8,62829.4
2025-03-12T06:45+01:00,1487.6,5204.2,11283.2,6042.3,723.4,237.1,16985.2,20.9,52.4,2448.6,2020.6,949.5,728.4,4292.3,275.3,63979.1
2025-03-12T07:00+01:00,1509.6,5259.6,11275.2,6044.3,722.5,234.5,17198.8,21,50.2,3443.8,2111.2,942.1,730.7,4308.7,708.9,65849.7
2025-03-12T07:15+01:00,1504.1,5312.2,11274.4,6071.7,723,237.6,17248.1,20.9,43.4,3589.2,2119.3,949.6,835.5,4228.2,1375.9,66362.8
2025-03-12T07:30+01:00,1499.1,5320.1,11255.4,6068.4,723.2,229.1,17264.1,21.3,42.5,3571.2,2119.2,961.5,762.1,4093,2288.5,66848.1
2025-03-12T07:45+01:00,1492.1,5364,11255.1,6096.7,723.2,225.8,17343.7,21.5,45.9,3218.6,2117.9,964.3,623.6,3917.8,3414,67620.7
2025-03-12T08:00+01:00,1466.9,5358.5,11293.9,6061.7,723.2,237.4,17368.2,21.6,56.2,4236.1,2176.7,971,640.5,3629.8,4566,68443.2
2025-03-12T08:15+01:00,1483.4,5344.9,11283.8,5898.4,723.3,234.7,17304.5,21.5,52.7,4081.4,2199,975.3,651.5,3348.9,5839.2,69388.6
2025-03-12T08:30+01:00,1481,5305.1,11305.6,5892.1,724,233.7,17306.9,21.4,34.1,2995.9,2200.7,966.6,600.6,3088.2,7140.9,69731.8
2025-03-12T08:45+01:00,1478.1,5301.9,11263.9,5889.1,723.9,232.3,17220.3,21.3,52,2078,2201.6,966.5,526.2,2884.9,8294.6,69889.1
2025-03-12T09:00+01:00,1460,5164.1,11330.9,5895.5,723.4,229.2,16909.7,21.4,53.6,2404.7,2201,965.8,564.6,2754.7,9526.6,69824.6
2025-03-12T09:15+01:00,1462.1,5116.6,11322.9,6010.9,723.5,230.5,16771.7,21.3,46.4,949.5,2199.9,974.8,694.9,2725.9,10430.4,70100.9
2025-03-12T09:30+01:00,1470.9,5010.9,11323.6,6052,795.7,226.8,16556.4,21.1,10.1,308.4,2200.4,967.4,679.7,2841.9,11341.1,70486.1
2025-03-12T09:45+01:00,1485.9,4981.5,11314.3,5957.2,1242.8,229.8,16433.5,21.1,12.9,339.7,2200.7,966,657.8,2952.5,12035.1,71010.2
2025-03-12T10:00+01:00,1468.5,4798.6,11207,5825.3,1372.7,229.1,16520.8,21,47.3,497.5,2200.4,970.2,652.5,2993.3,12584.6,70500.3
2025-03-12T10:15+01:00,1470.8,4725.8,10971.1,5831,1377.1,225.4,16416.8,20.8,41.9,727.4,2198.5,964.7,636.4,3078.8,12841.2,70708.4
2025-03-12T10:30+01:00,1485.6,4701.2,11024.8,5869.9,1381.6,224.5,16567.2,20.8,29.4,470.4,2196.3,962.1,667.3,3172.7,13097.5,70786.4
2025-03-12T10:45+01:00,1461.5,4709,10943,5843.4,1354.9,229.3,16517.3,20.8,6.9,488.1,2197,962.8,702.8,3284.7,13353.1,71583.2
2025-03-12T11:00+01:00,1448.8,4637,10845.7,5848.9,1324.6,230.3,16260.8,21,7.2,857.2,2197.4,970.6,752.6,3307.7,13551.9,71246
2025-03-12T11:15+01:00,1457.9,4627.8,10850.7,5841.2,1326.2,226.8,16319.7,21,16.2,769.9,2197.7,979.3,715.4,3255.2,13727,71090.3
2025-03-12T11:30+01:00,1463.7,4629.3,10794.9,5849.7,1310.7,225,16393.5,20.7,213.4,881,2197,988,712.2,3217.7,13937.5,71132.9
2025-03-12T11:45+01:00,1541.2,4648.5,10735,5882.9,1307.1,224.9,16199,20.6,204.3,980.2,2197.9,981.3,771.5,3150,14292.2,71453.6
2025-03-12T12:00+01:00,1617.9,4584.6,10679.5,5966.6,1029.4,229.7,16240.6,20.5,70.5,721.4,2198.3,960.1,818.9,3043.1,14671.9,71428.4
2025-03-12T12:15+01:00,1569.9,4578.3,10665.4,6011.9,664.5,231,16069,20.3,29.5,327.5,2197.7,974.8,812.4,2994.7,15176.7,70995.8
2025-03-12T12:30+01:00,1563.3,4574.1,10726.4,6001.9,639.5,230.9,15609,20.1,27.6,242.1,2198.2,982.2,791.8,2833.1,15528.2,71233.1
2025-03-12T12:45+01:00,1606.4,4557.6,10876.9,6002.2,639.1,232.4,15674.6,19.9,26.6,132.7,2198.8,989.2,777.5,2708.1,15821.6,71379.4
2025-03-12T13:00+01:00,1675.2,4531.6,11086.1,5965.1,597.3,227.4,15478.1,19.8,26.4,56.1,2175.1,971.4,767.6,2646.2,15988.6,71719.5
2025-03-12T13:15+01:00,1689.4,4521.5,11109.4,5937.8,593.7,229.9,15417.3,19.8,10.7,49.1,2159.3,953.4,839.2,2776.8,15808.1,71139.1
2025-03-12T13:30+01:00,1650.1,4520.5,11120.2,5968.7,593.8,230,15571.7,19.8,8.6,17.3,2159.4,941.6,958.5,2720.2,15504.3,70463.7
2025-03-12T13:45+01:00,1629.2,4522.1,11031.7,5954.1,585.1,221.9,15777,19.8,8.1,13.3,2158.6,953.4,1046,2648.7,14818.2,69561.1
2025-03-12T14:00+01:00,1653.6,4517.7,11015.7,5970.9,551.4,221.1,15976,19.9,9.8,103.7,2112.1,957.2,1003,2654.7,13966.8,68937.8
2025-03-12T14:15+01:00,1648.4,4543.3,11139.4,5928.9,623.4,220.3,16045.1,20.2,10.4,189.5,2110.3,958.4,925.5,2617.7,13070,68627.4
2025-03-12T14:30+01:00,1605.8,4570.5,11216.8,5937.9,661.1,221.5,16292.2,20.3,9.1,111.7,2109,958.4,948.3,2596,12114.6,67980.5
2025-03-12T14:45+01:00,1564.4,4605.7,11216.1,5939.1,695.2,219.2,16418.1,20.3,9.6,191.7,2109.5,957.2,966.4,2484.5,11136.7,67333.5
